number_of_features,execution_times,fitness,idle_times,times_by_iteration,test_times,train_scores,number_of_iterations,number_of_samples,task,max_iterations,optimizer,kernel
5500,5.6563,0.6124,26.9408,0.6141,0.1536,0.6203,1.0,1082,ranking,1000,rbtree,linear
5300,5.5627,0.4109,27.0344,0.5821,0.1518,0.5366,1.0,1082,ranking,1000,rbtree,linear
5200,5.5367,0.5836,27.0604,0.6163,0.1499,0.6248,1.0,1082,ranking,1000,rbtree,linear
5600,5.8696,0.6018,26.7275,0.6226,0.1615,0.6252,1.0,1082,ranking,1000,rbtree,linear
5900,6.3193,0.5745,26.2778,0.7048,0.1746,0.6256,1.0,1082,ranking,1000,rbtree,linear
6000,6.2721,0.6025,26.325,0.7065,0.1776,0.6415,1.0,1082,ranking,1000,rbtree,linear
5800,6.047,0.5985,26.5501,0.6596,0.1607,0.6222,1.0,1082,ranking,1000,rbtree,linear
5700,6.0014,0.5692,26.5958,0.6497,0.1656,0.6061,1.0,1082,ranking,1000,rbtree,linear
6100,5.9235,0.4954,30.2981,0.6453,0.1603,0.5022,1.0,1082,ranking,1000,rbtree,linear
6400,6.0737,0.5466,30.1479,0.6846,0.1664,0.5902,1.0,1082,ranking,1000,rbtree,linear
6500,6.2432,0.4681,29.9784,0.6653,0.1784,0.5034,1.0,1082,ranking,1000,rbtree,linear
6200,6.0658,0.492,30.1558,0.645,0.1735,0.4945,1.0,1082,ranking,1000,rbtree,linear
6300,6.1631,0.5029,30.0585,0.6613,0.1787,0.5074,1.0,1082,ranking,1000,rbtree,linear
6600,6.4226,0.5855,29.799,0.7423,0.1807,0.5979,1.0,1082,ranking,1000,rbtree,linear
6900,6.626,0.4303,29.5956,0.7358,0.2132,0.552,1.0,1082,ranking,1000,rbtree,linear
7000,6.6446,0.5543,29.577,0.7672,0.1938,0.599,1.0,1082,ranking,1000,rbtree,linear
6800,6.6565,0.3958,29.5651,0.7408,0.192,0.4929,1.0,1082,ranking,1000,rbtree,linear
6700,6.4826,0.5742,29.739,0.7437,0.1795,0.6307,1.0,1082,ranking,1000,rbtree,linear
7100,6.5596,0.474,29.662,0.722,0.1997,0.4984,1.0,1082,ranking,1000,rbtree,linear
7400,6.79,0.5493,29.4316,0.7668,0.2118,0.6319,1.0,1082,ranking,1000,rbtree,linear
7500,6.9718,0.4622,29.2498,0.7869,0.2072,0.5536,1.0,1082,ranking,1000,rbtree,linear
7300,7.0419,0.529,29.1797,0.8027,0.2302,0.5744,1.0,1082,ranking,1000,rbtree,linear
7200,6.7573,0.564,29.4643,0.7452,0.1927,0.6398,1.0,1082,ranking,1000,rbtree,linear
7600,7.009,0.5299,34.1866,0.7971,0.206,0.6283,1.0,1082,ranking,1000,rbtree,linear
7900,7.2005,0.5176,33.9951,0.8284,0.2334,0.5341,1.0,1082,ranking,1000,rbtree,linear
8000,7.3663,0.5814,33.8292,0.8553,0.2256,0.6337,1.0,1082,ranking,1000,rbtree,linear
7700,7.2287,0.5674,33.9669,0.8628,0.2276,0.6201,1.0,1082,ranking,1000,rbtree,linear
7800,7.1986,0.5618,33.997,0.8203,0.2257,0.652,1.0,1082,ranking,1000,rbtree,linear
8100,7.4922,0.5083,33.7034,0.8447,0.2634,0.5197,1.0,1082,ranking,1000,rbtree,linear
8400,7.6026,0.5432,33.593,0.9116,0.2403,0.6082,1.0,1082,ranking,1000,rbtree,linear
8500,7.6699,0.4797,33.5257,0.8695,0.2294,0.5147,1.0,1082,ranking,1000,rbtree,linear
8300,7.5714,0.5128,33.6242,0.8711,0.2468,0.5208,1.0,1082,ranking,1000,rbtree,linear
8200,7.667,0.4655,33.5286,0.8613,0.2327,0.4941,1.0,1082,ranking,1000,rbtree,linear
8600,7.6144,0.4224,33.5812,0.883,0.2267,0.5611,1.0,1082,ranking,1000,rbtree,linear
8900,7.8458,0.4207,33.3498,0.8961,0.2577,0.4782,1.0,1082,ranking,1000,rbtree,linear
9000,7.7133,0.5032,33.4823,0.8705,0.2393,0.5349,1.0,1082,ranking,1000,rbtree,linear
8800,7.8895,0.4903,33.3061,0.8795,0.2474,0.5271,1.0,1082,ranking,1000,rbtree,linear
8700,7.9474,0.5051,33.2482,0.8815,0.2712,0.5302,1.0,1082,ranking,1000,rbtree,linear
9100,8.0522,0.5918,39.076,0.9467,0.2697,0.6491,1.0,1082,ranking,1000,rbtree,linear
9400,8.1867,0.5554,38.9415,0.9737,0.2705,0.6333,1.0,1082,ranking,1000,rbtree,linear
9500,8.7338,0.563,38.3944,1.026,0.2905,0.6148,1.0,1082,ranking,1000,rbtree,linear
9200,8.1427,0.4834,38.9855,0.9551,0.2562,0.4998,1.0,1082,ranking,1000,rbtree,linear
9300,7.9498,0.5608,39.1785,0.9388,0.2483,0.597,1.0,1082,ranking,1000,rbtree,linear
9600,8.3642,0.4525,38.764,0.9479,0.2717,0.5023,1.0,1082,ranking,1000,rbtree,linear
9900,8.4389,0.5809,38.6894,0.9881,0.2607,0.6228,1.0,1082,ranking,1000,rbtree,linear
10000,8.4472,0.4792,38.681,0.9633,0.277,0.5012,1.0,1082,ranking,1000,rbtree,linear
9800,8.6083,0.5458,38.52,1.0398,0.2997,0.6178,1.0,1082,ranking,1000,rbtree,linear
9700,8.2327,0.4697,38.8955,0.9358,0.2579,0.4956,1.0,1082,ranking,1000,rbtree,linear
10100,8.6489,0.527,38.4793,1.0491,0.2793,0.6111,1.0,1082,ranking,1000,rbtree,linear
10400,8.9853,0.5561,38.1429,1.1171,0.2836,0.6178,1.0,1082,ranking,1000,rbtree,linear
10500,9.2279,0.5536,37.9003,1.1428,0.2827,0.6038,1.0,1082,ranking,1000,rbtree,linear
10300,8.8993,0.4699,38.2289,1.0369,0.2926,0.5213,1.0,1082,ranking,1000,rbtree,linear
10200,9.1344,0.5797,37.9938,1.1076,0.3109,0.6433,1.0,1082,ranking,1000,rbtree,linear
10700,8.8835,0.4486,41.4496,1.0202,0.2995,0.5073,1.0,1082,ranking,1000,rbtree,linear
10800,8.8749,0.5131,41.4582,1.045,0.2785,0.5395,1.0,1082,ranking,1000,rbtree,linear
10600,9.1284,0.5543,41.2047,1.1012,0.3093,0.6138,1.0,1082,ranking,1000,rbtree,linear
10900,9.3193,0.4935,41.0138,1.1009,0.3374,0.5177,1.0,1082,ranking,1000,rbtree,linear
11000,9.1556,0.4729,41.1775,1.0781,0.3071,0.5228,1.0,1082,ranking,1000,rbtree,linear
11200,9.6071,0.506,40.726,1.1516,0.3186,0.5363,1.0,1082,ranking,1000,rbtree,linear
11100,9.4773,0.4826,40.8558,1.128,0.3348,0.5104,1.0,1082,ranking,1000,rbtree,linear
11400,9.4825,0.5041,40.8506,1.1415,0.31,0.5196,1.0,1082,ranking,1000,rbtree,linear
11500,9.9409,0.557,40.3922,1.2251,0.3326,0.6372,1.0,1082,ranking,1000,rbtree,linear
11300,9.5587,0.496,40.7744,1.1332,0.3363,0.5322,1.0,1082,ranking,1000,rbtree,linear
11700,9.5749,0.5636,40.7583,1.1608,0.335,0.5844,1.0,1082,ranking,1000,rbtree,linear
11600,9.4998,0.5449,40.8333,1.1594,0.3011,0.5966,1.0,1082,ranking,1000,rbtree,linear
11800,9.7009,0.5712,40.6322,1.1674,0.3398,0.6087,1.0,1082,ranking,1000,rbtree,linear
11900,9.6067,0.4723,40.7264,1.1383,0.3199,0.5092,1.0,1082,ranking,1000,rbtree,linear
12000,9.6493,0.496,40.6838,1.1586,0.3303,0.5279,1.0,1082,ranking,1000,rbtree,linear
12100,9.8736,0.4434,103.9373,1.1594,0.3379,0.5035,1.0,1082,ranking,1000,rbtree,linear
12400,10.2393,0.5859,103.5716,1.2619,0.3739,0.6409,1.0,1082,ranking,1000,rbtree,linear
12500,10.1572,0.4402,103.6537,1.228,0.3497,0.4839,1.0,1082,ranking,1000,rbtree,linear
12300,10.0147,0.504,103.7962,1.1945,0.3333,0.5204,1.0,1082,ranking,1000,rbtree,linear
12200,9.9189,0.5107,103.8921,1.1693,0.3279,0.5122,1.0,1082,ranking,1000,rbtree,linear
12700,11.0663,0.562,102.7447,1.3155,0.3943,0.6139,1.0,1082,ranking,1000,rbtree,linear
12600,11.1291,0.5201,102.6818,1.3258,0.3923,0.5454,1.0,1082,ranking,1000,rbtree,linear
12800,11.1879,0.5317,102.623,1.3491,0.3693,0.6232,1.0,1082,ranking,1000,rbtree,linear
12900,11.4938,0.5597,102.3171,1.3823,0.4046,0.6003,1.0,1082,ranking,1000,rbtree,linear
13000,11.0563,0.473,102.7546,1.3219,0.4054,0.5168,1.0,1082,ranking,1000,rbtree,linear
13100,10.7618,0.5723,103.0491,1.3465,0.3536,0.6182,1.0,1082,ranking,1000,rbtree,linear
13400,11.4936,0.4368,102.3173,1.3558,0.4202,0.4869,1.0,1082,ranking,1000,rbtree,linear
13500,11.5434,0.541,102.2675,1.3952,0.3962,0.6334,1.0,1082,ranking,1000,rbtree,linear
13300,11.5641,0.4833,102.2469,1.3532,0.4362,0.5245,1.0,1082,ranking,1000,rbtree,linear
13200,11.4224,0.4753,102.3885,1.3507,0.4147,0.5184,1.0,1082,ranking,1000,rbtree,linear
13600,11.1583,0.4902,112.464,1.3121,0.3817,0.5062,1.0,1082,ranking,1000,rbtree,linear
13900,11.696,0.4912,111.9263,1.3823,0.4318,0.5355,1.0,1082,ranking,1000,rbtree,linear
14000,12.3633,0.5631,111.259,1.5143,0.4506,0.6166,1.0,1082,ranking,1000,rbtree,linear
13700,11.7655,0.5632,111.8567,1.4328,0.405,0.6152,1.0,1082,ranking,1000,rbtree,linear
13800,11.7183,0.4789,111.9039,1.3707,0.399,0.5173,1.0,1082,ranking,1000,rbtree,linear
14200,11.3651,0.5301,112.2572,1.4301,0.3955,0.5774,1.0,1082,ranking,1000,rbtree,linear
14100,11.7441,0.4731,111.8782,1.429,0.4176,0.5184,1.0,1082,ranking,1000,rbtree,linear
14300,11.4386,0.488,112.1837,1.405,0.392,0.5217,1.0,1082,ranking,1000,rbtree,linear
14400,11.8675,0.4634,111.7548,1.4323,0.4427,0.506,1.0,1082,ranking,1000,rbtree,linear
14500,11.8735,0.4735,111.7488,1.4355,0.4343,0.5099,1.0,1082,ranking,1000,rbtree,linear
14700,11.5524,0.4733,112.0698,1.411,0.4049,0.5225,1.0,1082,ranking,1000,rbtree,linear
14800,12.5435,0.4984,111.0787,1.5186,0.4428,0.527,1.0,1082,ranking,1000,rbtree,linear
14600,12.221,0.4787,111.4013,1.4485,0.4564,0.5124,1.0,1082,ranking,1000,rbtree,linear
14900,12.6186,0.5528,111.0037,1.5862,0.4309,0.638,1.0,1082,ranking,1000,rbtree,linear
15000,12.6682,0.4882,110.954,1.5301,0.4716,0.5363,1.0,1082,ranking,1000,rbtree,linear
15200,12.4727,0.471,55.1711,1.5296,0.4467,0.5059,1.0,1082,ranking,1000,rbtree,linear
15100,12.1972,0.5403,55.4466,1.5319,0.4658,0.6082,1.0,1082,ranking,1000,rbtree,linear
15400,12.4945,0.5636,55.1493,1.5963,0.4623,0.6183,1.0,1082,ranking,1000,rbtree,linear
15500,12.3225,0.5145,55.3213,1.5274,0.4652,0.5543,1.0,1082,ranking,1000,rbtree,linear
15300,12.2464,0.4735,55.3973,1.4817,0.4678,0.522,1.0,1082,ranking,1000,rbtree,linear
15800,12.4945,0.5458,55.1493,1.5654,0.4706,0.629,1.0,1082,ranking,1000,rbtree,linear
15700,12.3789,0.5759,55.2648,1.5676,0.43,0.629,1.0,1082,ranking,1000,rbtree,linear
15600,12.5384,0.5,55.1054,1.5256,0.4671,0.547,1.0,1082,ranking,1000,rbtree,linear
15900,12.5287,0.4784,55.1151,1.5012,0.4866,0.5269,1.0,1082,ranking,1000,rbtree,linear
16000,12.4507,0.4711,55.1931,1.5362,0.4467,0.5282,1.0,1082,ranking,1000,rbtree,linear
16100,12.7548,0.4682,54.889,1.5266,0.4699,0.5279,1.0,1082,ranking,1000,rbtree,linear
16400,12.6691,0.5583,54.9746,1.5855,0.4247,0.6127,1.0,1082,ranking,1000,rbtree,linear
16500,13.1277,0.4709,54.5161,1.6652,0.4935,0.518,1.0,1082,ranking,1000,rbtree,linear
16300,12.6464,0.4836,54.9974,1.5581,0.4649,0.5312,1.0,1082,ranking,1000,rbtree,linear
16200,12.6483,0.4925,54.9955,1.5528,0.4624,0.5367,1.0,1082,ranking,1000,rbtree,linear
16700,12.8361,0.4755,129.7946,1.5868,0.4675,0.5267,1.0,1082,ranking,1000,rbtree,linear
16600,13.579,0.4626,129.0517,1.6233,0.5043,0.506,1.0,1082,ranking,1000,rbtree,linear
16900,14.7932,0.5682,127.8375,1.8461,0.5642,0.6249,1.0,1082,ranking,1000,rbtree,linear
17000,14.4053,0.478,128.2254,1.7418,0.5423,0.5172,1.0,1082,ranking,1000,rbtree,linear
16800,14.5325,0.4798,128.0983,1.7664,0.5789,0.5175,1.0,1082,ranking,1000,rbtree,linear
17100,14.3927,0.4721,128.238,1.7702,0.5555,0.5322,1.0,1082,ranking,1000,rbtree,linear
17400,14.4219,0.5654,128.2089,1.7671,0.5314,0.6131,1.0,1082,ranking,1000,rbtree,linear
17500,14.5034,0.4751,128.1274,1.7711,0.544,0.5416,1.0,1082,ranking,1000,rbtree,linear
17300,14.026,0.4686,128.6047,1.688,0.544,0.514,1.0,1082,ranking,1000,rbtree,linear
17200,13.9726,0.5656,128.6581,1.7327,0.4868,0.6358,1.0,1082,ranking,1000,rbtree,linear
17600,13.163,0.467,129.4678,1.6298,0.46,0.5182,1.0,1082,ranking,1000,rbtree,linear
17900,13.9264,0.5692,128.7044,1.7599,0.4982,0.6293,1.0,1082,ranking,1000,rbtree,linear
18000,13.9499,0.4792,128.6809,1.7178,0.565,0.5292,1.0,1082,ranking,1000,rbtree,linear
17800,13.6876,0.4774,128.9431,1.6917,0.4945,0.5309,1.0,1082,ranking,1000,rbtree,linear
17700,13.4989,0.4708,129.1318,1.6597,0.5054,0.53,1.0,1082,ranking,1000,rbtree,linear
18100,14.0208,0.4811,63.3528,1.7702,0.5166,0.5206,1.0,1082,ranking,1000,rbtree,linear
18400,14.3551,0.4984,63.0185,1.8123,0.5361,0.5443,1.0,1082,ranking,1000,rbtree,linear
18500,14.419,0.4779,62.9546,1.7839,0.5477,0.5313,1.0,1082,ranking,1000,rbtree,linear
18300,14.3607,0.5039,63.0129,1.7489,0.545,0.5454,1.0,1082,ranking,1000,rbtree,linear
18200,14.5507,0.477,62.823,1.7713,0.5768,0.5331,1.0,1082,ranking,1000,rbtree,linear
18600,14.0951,0.4685,63.2786,1.7584,0.5241,0.5182,1.0,1082,ranking,1000,rbtree,linear
18900,14.3589,0.4789,63.0148,1.7911,0.5484,0.5327,1.0,1082,ranking,1000,rbtree,linear
19000,14.1132,0.4759,63.2605,1.7321,0.5294,0.5333,1.0,1082,ranking,1000,rbtree,linear
18800,14.3042,0.4778,63.0694,1.7211,0.5805,0.5321,1.0,1082,ranking,1000,rbtree,linear
18700,14.288,0.479,63.0856,1.7458,0.5788,0.5319,1.0,1082,ranking,1000,rbtree,linear
19100,14.3279,0.4765,63.0457,1.7738,0.5193,0.5325,1.0,1082,ranking,1000,rbtree,linear
19400,14.9995,0.4926,62.3741,1.8496,0.5913,0.547,1.0,1082,ranking,1000,rbtree,linear
19500,14.6882,0.4792,62.6854,1.8442,0.5721,0.5326,1.0,1082,ranking,1000,rbtree,linear
19300,14.9484,0.4784,62.4252,1.8294,0.6174,0.5334,1.0,1082,ranking,1000,rbtree,linear
19200,14.459,0.4786,62.9147,1.8224,0.5566,0.5331,1.0,1082,ranking,1000,rbtree,linear
19600,16.1337,0.4761,34.0506,2.1001,0.5751,0.5325,1.0,1082,ranking,1000,rbtree,linear
19700,15.8491,0.4706,34.3352,1.9999,0.6272,0.5285,1.0,1082,ranking,1000,rbtree,linear
19900,15.1113,0.4762,35.073,1.8924,0.5301,0.533,1.0,1082,ranking,1000,rbtree,linear
19800,15.3481,0.4764,34.8363,1.918,0.6372,0.5334,1.0,1082,ranking,1000,rbtree,linear
20000,15.5051,0.4762,34.6793,1.8441,0.5989,0.5331,1.0,1082,ranking,1000,rbtree,linear
100,19.2033,0.6206,17.2985,0.4579,0.0071,0.8481,11.8,1082,ranking,1000,rbtree,linear
400,2.2586,0.576,34.2433,0.1721,0.0152,0.6121,1.0,1082,ranking,1000,rbtree,linear
500,3.4408,0.5415,33.0611,0.1914,0.0182,0.6413,1.7,1082,ranking,1000,rbtree,linear
200,4.5862,0.5337,31.9156,0.1769,0.009,0.7027,3.2,1082,ranking,1000,rbtree,linear
300,5.0797,0.5471,31.4222,0.1798,0.0131,0.7163,3.3,1082,ranking,1000,rbtree,linear
600,6.5138,0.5127,29.988,0.2137,0.0185,0.7078,2.4,1082,ranking,1000,rbtree,linear
900,2.6258,0.5536,33.876,0.247,0.0279,0.588,1.0,1082,ranking,1000,rbtree,linear
1000,2.5932,0.5744,33.9086,0.2316,0.0317,0.6153,1.0,1082,ranking,1000,rbtree,linear
700,2.3669,0.407,34.135,0.1717,0.0229,0.4369,1.0,1082,ranking,1000,rbtree,linear
800,2.5395,0.5656,33.9624,0.2041,0.0268,0.6074,1.0,1082,ranking,1000,rbtree,linear
1100,2.7497,0.5312,33.7522,0.2483,0.0338,0.6226,1.0,1082,ranking,1000,rbtree,linear
1400,2.9198,0.4613,33.5821,0.2455,0.0426,0.4705,1.0,1082,ranking,1000,rbtree,linear
1500,3.0388,0.5515,33.4631,0.274,0.0514,0.5943,1.0,1082,ranking,1000,rbtree,linear
1300,2.806,0.4561,33.6959,0.2344,0.0379,0.4603,1.0,1082,ranking,1000,rbtree,linear
1200,2.7932,0.5829,33.7087,0.2591,0.0399,0.6018,1.0,1082,ranking,1000,rbtree,linear
1600,3.0065,0.5794,17.9429,0.2833,0.046,0.5917,1.0,1082,ranking,1000,rbtree,linear
1900,3.1306,0.5735,17.8187,0.2926,0.0528,0.6088,1.0,1082,ranking,1000,rbtree,linear
2000,3.2008,0.5582,17.7486,0.2938,0.0544,0.5459,1.0,1082,ranking,1000,rbtree,linear
1800,3.058,0.4479,17.8913,0.2696,0.0558,0.487,1.0,1082,ranking,1000,rbtree,linear
1700,3.1415,0.5953,17.8078,0.3033,0.0563,0.6197,1.0,1082,ranking,1000,rbtree,linear
2100,3.3384,0.5764,17.6109,0.3288,0.0629,0.5967,1.0,1082,ranking,1000,rbtree,linear
2400,3.526,0.5725,17.4234,0.344,0.0708,0.6112,1.0,1082,ranking,1000,rbtree,linear
2500,3.7121,0.4762,17.2373,0.3581,0.0687,0.4915,1.0,1082,ranking,1000,rbtree,linear
2300,3.6856,0.5485,17.2637,0.3926,0.0643,0.6387,1.0,1082,ranking,1000,rbtree,linear
2200,3.5101,0.588,17.4393,0.3568,0.0622,0.6073,1.0,1082,ranking,1000,rbtree,linear
2600,3.6738,0.5729,17.2755,0.3681,0.0735,0.6142,1.0,1082,ranking,1000,rbtree,linear
2900,3.8644,0.5556,17.0849,0.3731,0.0835,0.592,1.0,1082,ranking,1000,rbtree,linear
3000,3.9561,0.5177,16.9932,0.4199,0.087,0.5867,1.0,1082,ranking,1000,rbtree,linear
2800,3.7805,0.5412,17.1689,0.3805,0.0813,0.604,1.0,1082,ranking,1000,rbtree,linear
2700,3.6589,0.5188,17.2905,0.3566,0.0746,0.6085,1.0,1082,ranking,1000,rbtree,linear
3100,3.9752,0.5486,22.5129,0.4103,0.086,0.6041,1.0,1082,ranking,1000,rbtree,linear
3400,4.1635,0.5137,22.3246,0.4332,0.0912,0.5801,1.0,1082,ranking,1000,rbtree,linear
3500,4.3073,0.4361,22.1808,0.4454,0.0958,0.5225,1.0,1082,ranking,1000,rbtree,linear
3200,3.9771,0.4615,22.511,0.3869,0.0934,0.4822,1.0,1082,ranking,1000,rbtree,linear
3300,4.1764,0.5817,22.3117,0.4096,0.0981,0.5815,1.0,1082,ranking,1000,rbtree,linear
3600,4.4526,0.5479,22.0355,0.4623,0.0988,0.6198,1.0,1082,ranking,1000,rbtree,linear
3900,4.4243,0.5494,22.0638,0.4488,0.1049,0.5863,1.0,1082,ranking,1000,rbtree,linear
4000,4.6243,0.5109,21.8638,0.4841,0.1062,0.6223,1.0,1082,ranking,1000,rbtree,linear
3800,4.4627,0.4875,22.0254,0.4574,0.1099,0.5057,1.0,1082,ranking,1000,rbtree,linear
3700,4.484,0.5683,22.0041,0.4568,0.1074,0.6038,1.0,1082,ranking,1000,rbtree,linear
4100,4.6477,0.4662,21.8404,0.4818,0.1155,0.4875,1.0,1082,ranking,1000,rbtree,linear
4400,4.888,0.5941,21.6001,0.5038,0.1227,0.6194,1.0,1082,ranking,1000,rbtree,linear
4500,5.0057,0.5724,21.4824,0.5373,0.1253,0.5903,1.0,1082,ranking,1000,rbtree,linear
4200,4.8106,0.3935,21.6775,0.5087,0.1161,0.4959,1.0,1082,ranking,1000,rbtree,linear
4300,5.0243,0.4484,21.4638,0.5249,0.1371,0.4671,1.0,1082,ranking,1000,rbtree,linear
4600,4.9627,0.5316,26.541,0.5333,0.1287,0.5896,1.0,1082,ranking,1000,rbtree,linear
4900,5.2252,0.4525,26.2786,0.538,0.1385,0.4702,1.0,1082,ranking,1000,rbtree,linear
5000,5.3376,0.5497,26.1661,0.5921,0.1357,0.5592,1.0,1082,ranking,1000,rbtree,linear
4700,5.1027,0.5688,26.401,0.54,0.129,0.5939,1.0,1082,ranking,1000,rbtree,linear
4800,5.0773,0.409,26.4265,0.5255,0.1317,0.5165,1.0,1082,ranking,1000,rbtree,linear
5100,5.4039,0.5551,26.0998,0.6039,0.1417,0.6102,1.0,1082,ranking,1000,rbtree,linear
5400,5.7511,0.5919,25.7526,0.6331,0.1653,0.6021,1.0,1082,ranking,1000,rbtree,linear
5500,5.7077,0.4882,25.796,0.6371,0.1485,0.4882,1.0,1082,ranking,1000,rbtree,linear
5300,5.304,0.4897,26.1998,0.5685,0.1408,0.4971,1.0,1082,ranking,1000,rbtree,linear
5200,5.4969,0.5453,26.0068,0.5938,0.1454,0.6009,1.0,1082,ranking,1000,rbtree,linear
5600,5.699,0.5763,25.8047,0.6374,0.1564,0.6084,1.0,1082,ranking,1000,rbtree,linear
5900,6.0066,0.5024,25.4971,0.6473,0.1774,0.5038,1.0,1082,ranking,1000,rbtree,linear
6000,6.1356,0.5415,25.3681,0.6769,0.1686,0.5671,1.0,1082,ranking,1000,rbtree,linear
5700,5.7836,0.4681,25.7202,0.6321,0.165,0.502,1.0,1082,ranking,1000,rbtree,linear
5800,5.7908,0.5107,25.7129,0.6239,0.1527,0.5244,1.0,1082,ranking,1000,rbtree,linear
6100,5.8796,0.5543,65.7622,0.6379,0.1629,0.6134,1.0,1082,ranking,1000,rbtree,linear
6400,6.3976,0.5501,65.2441,0.7337,0.1859,0.5964,1.0,1082,ranking,1000,rbtree,linear
6500,6.2067,0.4737,65.435,0.6724,0.1765,0.5026,1.0,1082,ranking,1000,rbtree,linear
6300,6.3017,0.5112,65.34,0.6695,0.1827,0.5193,1.0,1082,ranking,1000,rbtree,linear
6200,6.066,0.4385,65.5757,0.6853,0.1667,0.5162,1.0,1082,ranking,1000,rbtree,linear
6700,6.5043,0.5643,65.1374,0.7281,0.1824,0.6255,1.0,1082,ranking,1000,rbtree,linear
6600,6.646,0.4722,64.9957,0.7088,0.1756,0.492,1.0,1082,ranking,1000,rbtree,linear
6800,6.8972,0.5184,64.7446,0.7562,0.1913,0.6208,1.0,1082,ranking,1000,rbtree,linear
6900,7.0211,0.5769,64.6206,0.7659,0.1883,0.5908,1.0,1082,ranking,1000,rbtree,linear
7000,7.1928,0.4446,64.449,0.7779,0.2144,0.4802,1.0,1082,ranking,1000,rbtree,linear
7100,6.8766,0.5122,64.7652,0.7473,0.1935,0.5706,1.0,1082,ranking,1000,rbtree,linear
7400,7.4648,0.5622,64.177,0.8552,0.215,0.5835,1.0,1082,ranking,1000,rbtree,linear
7500,7.6951,0.5667,63.9466,0.848,0.2447,0.6235,1.0,1082,ranking,1000,rbtree,linear
7200,7.2338,0.5556,64.4079,0.7898,0.2052,0.5647,1.0,1082,ranking,1000,rbtree,linear
7300,7.0587,0.5683,64.5831,0.776,0.2035,0.6271,1.0,1082,ranking,1000,rbtree,linear
7800,7.1822,0.5511,36.5776,0.8166,0.2229,0.5909,1.0,1082,ranking,1000,rbtree,linear
7700,7.0999,0.4891,36.6599,0.7988,0.2241,0.5895,1.0,1082,ranking,1000,rbtree,linear
7600,7.0945,0.515,36.6653,0.8229,0.2105,0.62,1.0,1082,ranking,1000,rbtree,linear
7900,7.419,0.4703,36.3408,0.8259,0.2258,0.4955,1.0,1082,ranking,1000,rbtree,linear
8000,7.0918,0.5199,36.668,0.798,0.2142,0.5238,1.0,1082,ranking,1000,rbtree,linear
8100,7.6463,0.4335,36.1136,0.8888,0.2356,0.5801,1.0,1082,ranking,1000,rbtree,linear
8400,7.8281,0.5659,35.9317,0.9072,0.2544,0.6017,1.0,1082,ranking,1000,rbtree,linear
8500,7.9873,0.5219,35.7725,0.9307,0.2671,0.5786,1.0,1082,ranking,1000,rbtree,linear
8200,7.362,0.5477,36.3979,0.8475,0.2242,0.6063,1.0,1082,ranking,1000,rbtree,linear
8300,7.6366,0.5271,36.1232,0.8832,0.2431,0.5089,1.0,1082,ranking,1000,rbtree,linear
8700,7.8462,0.5782,35.9136,0.9325,0.2523,0.6358,1.0,1082,ranking,1000,rbtree,linear
8600,7.8722,0.5279,35.8876,0.9202,0.2456,0.6383,1.0,1082,ranking,1000,rbtree,linear
8800,7.7452,0.538,36.0146,0.895,0.2472,0.5501,1.0,1082,ranking,1000,rbtree,linear
8900,8.0176,0.4817,35.7422,0.932,0.2562,0.5069,1.0,1082,ranking,1000,rbtree,linear
9000,7.9257,0.5421,35.8341,0.9314,0.2404,0.623,1.0,1082,ranking,1000,rbtree,linear
9100,7.986,0.5853,38.6355,0.9236,0.2516,0.633,1.0,1082,ranking,1000,rbtree,linear
9400,8.3175,0.4314,38.304,0.9719,0.249,0.5518,1.0,1082,ranking,1000,rbtree,linear
9500,8.2567,0.5632,38.3648,1.0002,0.263,0.6065,1.0,1082,ranking,1000,rbtree,linear
9200,8.0073,0.4471,38.6142,0.9465,0.2442,0.5625,1.0,1082,ranking,1000,rbtree,linear
9300,8.4936,0.5724,38.1279,0.9938,0.2839,0.5913,1.0,1082,ranking,1000,rbtree,linear
9600,8.4438,0.5498,38.1777,1.008,0.2631,0.5877,1.0,1082,ranking,1000,rbtree,linear
9900,8.4919,0.5142,38.1296,0.9803,0.2805,0.5064,1.0,1082,ranking,1000,rbtree,linear
10000,9.0656,0.5586,37.5559,1.1068,0.3204,0.6087,1.0,1082,ranking,1000,rbtree,linear
9700,8.516,0.5363,38.1055,1.0148,0.267,0.5856,1.0,1082,ranking,1000,rbtree,linear
9800,8.9231,0.567,37.6984,1.0755,0.2932,0.6122,1.0,1082,ranking,1000,rbtree,linear
10100,8.8985,0.5703,37.723,1.0461,0.2791,0.6317,1.0,1082,ranking,1000,rbtree,linear
10400,8.8955,0.5672,37.726,1.0555,0.2826,0.6176,1.0,1082,ranking,1000,rbtree,linear
10500,8.9251,0.5921,37.6964,1.0786,0.3063,0.6361,1.0,1082,ranking,1000,rbtree,linear
10300,8.7346,0.4648,37.8869,1.0021,0.2864,0.5034,1.0,1082,ranking,1000,rbtree,linear
10200,8.9536,0.5651,37.6679,1.0448,0.3351,0.6008,1.0,1082,ranking,1000,rbtree,linear
10700,9.0613,0.5077,42.0363,1.0426,0.2966,0.5475,1.0,1082,ranking,1000,rbtree,linear
10800,9.4426,0.56,41.655,1.1202,0.3297,0.615,1.0,1082,ranking,1000,rbtree,linear
10600,9.0395,0.4581,42.0581,1.045,0.2885,0.4962,1.0,1082,ranking,1000,rbtree,linear
