Number of features,Number of samples,Execution time,Fitness,Train score,Test time,Number of trees
6558,149,2.0968,0.6109,0.0,0.0687,10
6682,149,2.0713,0.5564,0.0,0.0618,10
6599,149,2.1033,0.6204,0.0,0.0611,10
6745,149,2.0889,0.5934,0.0,0.053,10
6762,149,2.1013,0.5456,0.0,0.0517,10
6563,149,2.1009,0.5392,0.0,0.0504,10
6232,149,2.0629,0.5771,0.0,0.0488,10
6297,149,2.026,0.5974,0.0,0.0499,10
9415,149,2.201,0.5676,0.0,0.0792,10
6668,149,2.0438,0.6539,0.0,0.0535,10
6265,149,2.0631,0.577,0.0,0.0578,10
6456,149,2.0499,0.6114,0.0,0.0472,10
6518,149,2.0717,0.5977,0.0,0.0574,10
6596,149,2.0857,0.5646,0.0,0.0594,10
6628,149,2.0678,0.616,0.0,0.0524,10
6518,149,2.072,0.6019,0.0,0.056,10
6665,149,2.0695,0.6202,0.0,0.0541,10
6339,149,2.0732,0.6021,0.0,0.0554,10
6170,149,2.0632,0.542,0.0,0.0531,10
6303,149,2.0514,0.6376,0.0,0.0513,10
6200,149,2.078,0.5981,0.0,0.0584,10
6468,149,2.0245,0.596,0.0,0.0525,10
6831,149,2.1318,0.6242,0.0,0.053,10
6734,149,2.079,0.5947,0.0,0.0565,10
5219,149,1.9884,0.5298,0.0,0.0427,10
5316,149,1.9649,0.5521,0.0,0.0447,10
5305,149,1.9639,0.5946,0.0,0.0431,10
5507,149,1.9918,0.578,0.0,0.0502,10
5236,149,1.9848,0.6183,0.0,0.0567,10
5351,149,2.0257,0.5352,0.0,0.0515,10
5262,149,1.9439,0.6313,0.0,0.0478,10
5210,149,1.9899,0.6396,0.0,0.0528,10
5247,149,1.96,0.5655,0.0,0.0436,10
5422,149,1.9782,0.6171,0.0,0.0512,10
5483,149,1.9733,0.597,0.0,0.0473,10
5335,149,1.9804,0.6004,0.0,0.0463,10
5340,149,2.052,0.653,0.0,0.0499,10
5248,149,1.9709,0.6194,0.0,0.0428,10
5259,149,1.9625,0.5951,0.0,0.0453,10
5318,149,1.9334,0.6175,0.0,0.046,10
5328,149,1.9666,0.5666,0.0,0.0431,10
5261,149,1.972,0.6175,0.0,0.052,10
5344,149,1.9986,0.6224,0.0,0.044,10
5389,149,1.983,0.5693,0.0,0.0452,10
5446,149,1.9736,0.6029,0.0,0.0468,10
5311,149,1.9846,0.5985,0.0,0.0485,10
5247,149,1.9641,0.5877,0.0,0.0524,10
5322,149,1.9663,0.6449,0.0,0.041,10
5256,149,1.9371,0.565,0.0,0.0469,10
5304,149,1.9557,0.5926,0.0,0.0437,10
5220,149,1.9615,0.5949,0.0,0.0492,10
5385,149,1.9689,0.5846,0.0,0.0468,10
5207,149,1.9692,0.5727,0.0,0.0559,10
5448,149,1.9848,0.5952,0.0,0.0513,10
5203,149,1.9472,0.5706,0.0,0.0463,10
5219,149,1.962,0.5947,0.0,0.0532,10
5396,149,1.9688,0.6018,0.0,0.0506,10
5144,149,1.9519,0.5965,0.0,0.0484,10
5362,149,1.984,0.6079,0.0,0.052,10
5336,149,2.0115,0.5762,0.0,0.0435,10
5314,149,1.9599,0.5833,0.0,0.0478,10
5259,149,2.022,0.6399,0.0,0.0523,10
5211,149,1.9444,0.6012,0.0,0.0424,10
5233,149,1.936,0.5791,0.0,0.0464,10
5414,149,1.9751,0.6115,0.0,0.0529,10
5271,149,1.9463,0.5865,0.0,0.0435,10
5627,149,1.9729,0.585,0.0,0.0479,10
5408,149,1.978,0.5772,0.0,0.0459,10
5473,149,2.0086,0.5576,0.0,0.0584,10
5514,149,1.9681,0.6154,0.0,0.041,10
5312,149,1.9545,0.5855,0.0,0.0465,10
5437,149,1.9528,0.5806,0.0,0.0469,10
5344,149,1.8905,0.5336,0.0,0.0424,10
5441,149,2.0071,0.5763,0.0,0.059,10
5298,149,1.9441,0.5394,0.0,0.0414,10
5354,149,1.9591,0.6328,0.0,0.0476,10
5200,149,1.9706,0.5366,0.0,0.0485,10
5341,149,1.9502,0.6368,0.0,0.0461,10
5229,149,1.9734,0.5828,0.0,0.0488,10
5451,149,1.9523,0.649,0.0,0.046,10
5304,149,1.9367,0.5986,0.0,0.0452,10
5269,149,1.9521,0.564,0.0,0.0448,10
5282,149,1.977,0.5553,0.0,0.0444,10
5174,149,1.935,0.5892,0.0,0.0454,10
5206,149,1.9732,0.6527,0.0,0.0458,10
5298,149,1.9784,0.6039,0.0,0.047,10
5256,149,1.98,0.5403,0.0,0.0507,10
5412,149,2.0018,0.6407,0.0,0.0476,10
5177,149,1.9448,0.6015,0.0,0.0422,10
5188,149,1.9766,0.6051,0.0,0.047,10
5335,149,2.003,0.5878,0.0,0.0434,10
5381,149,1.9785,0.5429,0.0,0.0502,10
5332,149,1.9973,0.6256,0.0,0.0503,10
5348,149,1.9847,0.6173,0.0,0.0468,10
5412,149,2.0076,0.5898,0.0,0.0529,10
5407,149,1.9724,0.6271,0.0,0.0497,10
5137,149,1.9933,0.5737,0.0,0.0454,10
5192,149,1.9622,0.6089,0.0,0.0422,10
6393,149,2.0525,0.6012,0.0,0.0626,10
6668,149,2.0307,0.5777,0.0,0.0537,10
5265,149,1.9635,0.5171,0.0,0.0494,10
5290,149,1.9738,0.544,0.0,0.0416,10
5359,149,2.0094,0.6095,0.0,0.046,10
5318,149,1.9923,0.5939,0.0,0.0575,10
5352,149,2.0026,0.5779,0.0,0.0424,10
5323,149,1.9876,0.5691,0.0,0.0476,10
5387,149,1.9915,0.6211,0.0,0.0451,10
5258,149,2.0184,0.6202,0.0,0.0592,10
5108,149,2.0932,0.5721,0.0,0.0524,10
5247,149,1.979,0.5968,0.0,0.0527,10
5182,149,1.9883,0.5989,0.0,0.0537,10
5340,149,1.9718,0.5979,0.0,0.0464,10
5512,149,1.9822,0.5904,0.0,0.0403,10
5391,149,1.9967,0.6127,0.0,0.0453,10
4715,149,1.915,0.571,0.0,0.0462,10
4741,149,1.9353,0.5577,0.0,0.0432,10
4815,149,1.9309,0.6227,0.0,0.0478,10
4790,149,1.9418,0.6275,0.0,0.0436,10
4787,149,1.9591,0.6128,0.0,0.0506,10
4868,149,1.9469,0.5838,0.0,0.0439,10
4763,149,1.943,0.6183,0.0,0.047,10
4651,149,1.9294,0.5683,0.0,0.0385,10
4757,149,1.8994,0.5705,0.0,0.0394,10
4755,149,1.9135,0.5938,0.0,0.0392,10
4852,149,1.9345,0.5928,0.0,0.041,10
4747,149,1.9071,0.6062,0.0,0.043,10
4750,149,1.9273,0.5871,0.0,0.0507,10
4681,149,1.924,0.5828,0.0,0.0419,10
4682,149,1.9203,0.5491,0.0,0.0371,10
4719,149,1.9459,0.5295,0.0,0.0417,10
4764,149,1.9205,0.5782,0.0,0.0432,10
4672,149,1.9144,0.5846,0.0,0.0425,10
4772,149,1.9441,0.5589,0.0,0.06,10
4800,149,1.934,0.5891,0.0,0.0399,10
4787,149,1.9299,0.6087,0.0,0.0454,10
4751,149,1.9209,0.6392,0.0,0.0414,10
4794,149,1.9065,0.6061,0.0,0.0466,10
4764,149,1.9497,0.6119,0.0,0.0446,10
4740,149,1.9298,0.5874,0.0,0.0505,10
4663,149,1.9168,0.624,0.0,0.0411,10
4707,149,1.9045,0.56,0.0,0.0438,10
4778,149,1.9155,0.5576,0.0,0.0408,10
4768,149,1.9406,0.6172,0.0,0.0375,10
4803,149,1.9479,0.5802,0.0,0.0424,10
4664,149,1.9717,0.5886,0.0,0.0502,10
4730,149,1.9468,0.6196,0.0,0.0426,10
4749,149,1.9365,0.6121,0.0,0.0467,10
4775,149,1.9582,0.5994,0.0,0.0446,10
4761,149,1.9536,0.6724,0.0,0.0373,10
4775,149,1.9667,0.5759,0.0,0.0431,10
4736,149,1.937,0.5352,0.0,0.0442,10
4795,149,1.9142,0.5774,0.0,0.0488,10
4702,149,1.9337,0.609,0.0,0.0584,10
4758,149,1.8978,0.5861,0.0,0.0422,10
4793,149,1.9488,0.5541,0.0,0.0474,10
4725,149,1.9492,0.6589,0.0,0.0431,10
4829,149,1.9215,0.5757,0.0,0.0371,10
4741,149,1.952,0.5937,0.0,0.0475,10
4832,149,1.9269,0.6073,0.0,0.0432,10
4883,149,1.9371,0.6116,0.0,0.053,10
4781,149,1.9491,0.5967,0.0,0.0462,10
4794,149,1.95,0.5895,0.0,0.041,10
4815,149,1.9353,0.5969,0.0,0.0405,10
4826,149,1.9182,0.5816,0.0,0.0461,10
4722,149,1.9338,0.5803,0.0,0.0467,10
4732,149,1.9044,0.5963,0.0,0.037,10
4663,149,1.9029,0.5761,0.0,0.0424,10
4748,149,2.0185,0.6087,0.0,0.0521,10
4710,149,1.956,0.61,0.0,0.0516,10
4807,149,1.9908,0.5957,0.0,0.0398,10
4767,149,1.9489,0.6266,0.0,0.0379,10
4758,149,1.9546,0.5707,0.0,0.0431,10
4708,149,1.9299,0.5949,0.0,0.043,10
4712,149,1.9522,0.5814,0.0,0.0423,10
4697,149,1.9726,0.6439,0.0,0.0478,10
4739,149,1.9155,0.6071,0.0,0.0396,10
4678,149,1.9239,0.6353,0.0,0.0522,10
4813,149,1.967,0.5509,0.0,0.0393,10
4718,149,1.9642,0.6035,0.0,0.0417,10
4674,149,1.9358,0.593,0.0,0.0401,10
4687,149,1.8974,0.6123,0.0,0.0455,10
4734,149,1.9514,0.6053,0.0,0.0443,10
4720,149,1.9496,0.5744,0.0,0.0467,10
4740,149,1.9499,0.5685,0.0,0.0472,10
4789,149,1.922,0.5612,0.0,0.0425,10
4669,149,1.9154,0.5353,0.0,0.0446,10
4682,149,1.9153,0.6002,0.0,0.0472,10
4692,149,1.9361,0.5816,0.0,0.0546,10
5053,149,1.9724,0.5886,0.0,0.0462,10
6668,149,2.0655,0.5596,0.0,0.0614,10
4708,149,1.9187,0.6084,0.0,0.0389,10
4725,149,1.9353,0.6026,0.0,0.0446,10
4783,149,1.9623,0.5815,0.0,0.0528,10
4733,149,1.9083,0.6267,0.0,0.0462,10
4744,149,1.9439,0.6201,0.0,0.0528,10
4748,149,1.9389,0.6935,0.0,0.0588,10
4771,149,1.9276,0.5573,0.0,0.0419,10
4712,149,1.9536,0.6061,0.0,0.049,10
4715,149,1.9624,0.6176,0.0,0.0495,10
4709,149,1.9368,0.5742,0.0,0.0508,10
4646,149,1.9388,0.6699,0.0,0.0417,10
4769,149,1.9315,0.589,0.0,0.0421,10
4822,149,1.9814,0.551,0.0,0.0453,10
4705,149,1.9268,0.5836,0.0,0.0482,10
3813,149,1.9129,0.581,0.0,0.0415,10
3814,149,1.8896,0.5861,0.0,0.0354,10
3895,149,1.9277,0.627,0.0,0.0525,10
3861,149,1.875,0.513,0.0,0.0417,10
3873,149,1.906,0.5597,0.0,0.0372,10
3865,149,1.9145,0.6063,0.0,0.0412,10
3810,149,1.8891,0.6115,0.0,0.046,10
3764,149,1.9105,0.543,0.0,0.0408,10
3844,149,1.9036,0.5608,0.0,0.0348,10
3936,149,1.8896,0.5591,0.0,0.0423,10
3910,149,1.8768,0.5894,0.0,0.0395,10
3846,149,1.9041,0.5842,0.0,0.0425,10
3807,149,1.8749,0.5518,0.0,0.0355,10
3834,149,1.8705,0.6037,0.0,0.0403,10
3799,149,1.8754,0.5696,0.0,0.0351,10
3843,149,1.9835,0.6188,0.0,0.0367,10
3839,149,1.8642,0.5357,0.0,0.0415,10
3849,149,1.9226,0.5457,0.0,0.0411,10
3912,149,1.8943,0.6151,0.0,0.0379,10
3856,149,1.8936,0.6091,0.0,0.0451,10
3832,149,1.8893,0.6136,0.0,0.0453,10
3855,149,1.8858,0.6182,0.0,0.0368,10
3835,149,1.8785,0.6164,0.0,0.038,10
3812,149,1.8739,0.6182,0.0,0.0388,10
3890,149,1.8885,0.5472,0.0,0.0376,10
3798,149,1.881,0.5858,0.0,0.0394,10
3785,149,1.8914,0.604,0.0,0.0424,10
3852,149,1.8869,0.6111,0.0,0.0339,10
3937,149,1.8782,0.5909,0.0,0.0377,10
3840,149,1.8915,0.6156,0.0,0.0395,10
3849,149,1.8748,0.6285,0.0,0.0376,10
3849,149,1.8665,0.5702,0.0,0.0412,10
3838,149,1.8839,0.5406,0.0,0.0393,10
3798,149,1.871,0.6095,0.0,0.0347,10
3845,149,1.8565,0.5829,0.0,0.0329,10
3892,149,1.9281,0.6071,0.0,0.0344,10
3826,149,1.906,0.5334,0.0,0.0532,10
3813,149,1.8746,0.6302,0.0,0.0442,10
3842,149,1.929,0.5885,0.0,0.0423,10
3830,149,1.8714,0.5936,0.0,0.0396,10
3845,149,1.9509,0.5925,0.0,0.0421,10
3851,149,1.9222,0.5867,0.0,0.0401,10
3803,149,1.8395,0.5961,0.0,0.0368,10
3838,149,1.8449,0.5615,0.0,0.0389,10
3847,149,1.8681,0.567,0.0,0.0384,10
3846,149,1.843,0.5343,0.0,0.034,10
3860,149,1.8704,0.5715,0.0,0.0365,10
3889,149,1.8625,0.6014,0.0,0.0386,10
3836,149,1.8556,0.5743,0.0,0.0452,10
3847,149,1.858,0.5793,0.0,0.04,10
3740,149,1.9138,0.603,0.0,0.0437,10
3756,149,1.889,0.6167,0.0,0.0321,10
3827,149,1.8595,0.591,0.0,0.0406,10
3819,149,1.8741,0.6419,0.0,0.0431,10
3811,149,1.8481,0.6144,0.0,0.0329,10
3816,149,1.8795,0.5891,0.0,0.0403,10
3834,149,1.8864,0.6106,0.0,0.0332,10
3826,149,1.8495,0.5906,0.0,0.033,10
3756,149,1.8565,0.5977,0.0,0.0363,10
3802,149,1.8524,0.6106,0.0,0.0346,10
3793,149,1.8777,0.6,0.0,0.0386,10
3863,149,1.8774,0.6339,0.0,0.0413,10
3778,149,1.8514,0.579,0.0,0.0327,10
3852,149,1.8679,0.5768,0.0,0.0311,10
3884,149,1.901,0.6121,0.0,0.0344,10
3828,149,1.8724,0.5989,0.0,0.0378,10
3780,149,1.9028,0.5197,0.0,0.0422,10
3816,149,1.8779,0.5675,0.0,0.034,10
3815,149,1.8346,0.5682,0.0,0.0355,10
3820,149,1.8661,0.5747,0.0,0.0357,10
3811,149,1.9565,0.5569,0.0,0.0432,10
3838,149,1.885,0.5209,0.0,0.0397,10
3795,149,1.8551,0.6291,0.0,0.0408,10
3830,149,1.859,0.5493,0.0,0.0341,10
3940,149,1.8887,0.6049,0.0,0.032,10
4540,149,1.9357,0.6235,0.0,0.0396,10
3805,149,1.8532,0.5899,0.0,0.0577,10
3809,149,1.8659,0.5612,0.0,0.0364,10
3835,149,1.8535,0.5738,0.0,0.0355,10
3789,149,1.8288,0.5642,0.0,0.0326,10
3803,149,1.875,0.5832,0.0,0.0368,10
4748,149,1.9886,0.547,0.0,0.0425,10
3881,149,1.8614,0.644,0.0,0.0386,10
3786,149,1.8516,0.6422,0.0,0.0408,10
3849,149,1.8756,0.5706,0.0,0.0368,10
3792,149,1.8743,0.6089,0.0,0.0378,10
3856,149,1.8499,0.5572,0.0,0.0378,10
3901,149,1.8686,0.6095,0.0,0.035,10
3837,149,1.8706,0.5758,0.0,0.0356,10
3812,149,1.8307,0.6184,0.0,0.032,10
3427,149,1.9034,0.5858,0.0,0.0276,10
3418,149,1.8532,0.5736,0.0,0.0291,10
3409,149,1.8639,0.6361,0.0,0.0369,10
3442,149,1.829,0.6402,0.0,0.0336,10
3391,149,1.823,0.6324,0.0,0.0371,10
3383,149,1.8637,0.6038,0.0,0.0413,10
3336,149,1.8264,0.5828,0.0,0.0288,10
3421,149,1.8566,0.6184,0.0,0.0328,10
3430,149,1.8349,0.6056,0.0,0.0301,10
3399,149,1.8254,0.575,0.0,0.032,10
3405,149,1.8423,0.5783,0.0,0.0285,10
3381,149,1.8429,0.6126,0.0,0.0348,10
3388,149,1.8408,0.5803,0.0,0.0377,10
3388,149,1.8235,0.5566,0.0,0.0322,10
3395,149,1.8147,0.5797,0.0,0.0283,10
3463,149,1.8359,0.5732,0.0,0.0303,10
3420,149,1.8521,0.6054,0.0,0.0385,10
3420,149,1.8316,0.6207,0.0,0.0331,10
3418,149,1.8613,0.5634,0.0,0.0293,10
3452,149,1.8165,0.6197,0.0,0.032,10
3411,149,1.8447,0.5894,0.0,0.0357,10
3325,149,1.8221,0.6206,0.0,0.031,10
3422,149,1.8771,0.5592,0.0,0.0334,10
3400,149,1.8316,0.6039,0.0,0.0325,10
3408,149,1.8637,0.6375,0.0,0.0429,10
3410,149,1.8992,0.6317,0.0,0.0375,10
3413,149,1.8502,0.5547,0.0,0.0414,10
3380,149,1.8606,0.6028,0.0,0.0333,10
3498,149,1.8774,0.6213,0.0,0.0358,10
3411,149,1.817,0.5926,0.0,0.0332,10
3405,149,1.8716,0.5707,0.0,0.0363,10
3399,149,1.8365,0.5574,0.0,0.0445,10
3395,149,1.8517,0.5694,0.0,0.0408,10
3410,149,1.8257,0.6287,0.0,0.0318,10
3459,149,1.8489,0.5262,0.0,0.0345,10
3419,149,1.8274,0.5954,0.0,0.0368,10
3396,149,1.8137,0.6042,0.0,0.0302,10
3398,149,1.8524,0.5677,0.0,0.0357,10
3398,149,1.8086,0.5782,0.0,0.0287,10
3378,149,1.8425,0.5951,0.0,0.0374,10
3427,149,1.8323,0.6206,0.0,0.0361,10
3344,149,1.8216,0.5984,0.0,0.0299,10
3373,149,1.8495,0.5794,0.0,0.0351,10
3425,149,1.8492,0.5556,0.0,0.0351,10
3416,149,1.8367,0.5476,0.0,0.0445,10
3390,149,1.8275,0.5655,0.0,0.0366,10
3448,149,1.8225,0.5582,0.0,0.0306,10
3362,149,1.836,0.589,0.0,0.0334,10
3419,149,1.827,0.602,0.0,0.0388,10
3447,149,1.8259,0.5921,0.0,0.0371,10
3337,149,1.8039,0.5839,0.0,0.0319,10
3379,149,1.8201,0.6155,0.0,0.0294,10
3429,149,1.8274,0.621,0.0,0.0323,10
3412,149,1.8514,0.5983,0.0,0.0325,10
3314,149,1.8231,0.5819,0.0,0.0343,10
3397,149,1.8191,0.6195,0.0,0.0327,10
3426,149,1.8183,0.6141,0.0,0.0371,10
3422,149,1.8323,0.6131,0.0,0.0369,10
3395,149,1.9128,0.5511,0.0,0.0391,10
3455,149,1.8707,0.587,0.0,0.0423,10
3357,149,1.8265,0.6205,0.0,0.0387,10
3424,149,1.8392,0.5691,0.0,0.0345,10
3432,149,1.8622,0.5666,0.0,0.0336,10
3399,149,1.8515,0.6515,0.0,0.0339,10
3404,149,1.8713,0.651,0.0,0.0376,10
3348,149,1.8264,0.6006,0.0,0.0322,10
3343,149,1.826,0.6142,0.0,0.034,10
3405,149,1.8709,0.5704,0.0,0.0447,10
3446,149,1.8554,0.5874,0.0,0.0345,10
3398,149,1.8815,0.6114,0.0,0.0325,10
3394,149,1.8408,0.5831,0.0,0.0425,10
3425,149,1.8418,0.6372,0.0,0.03,10
3391,149,1.859,0.5469,0.0,0.0307,10
3404,149,1.8543,0.5429,0.0,0.035,10
3489,149,1.8671,0.5383,0.0,0.0326,10
3719,149,1.8498,0.5638,0.0,0.0312,10
3388,149,1.8426,0.6143,0.0,0.0334,10
3343,149,1.8427,0.611,0.0,0.035,10
3341,149,1.8763,0.5832,0.0,0.0388,10
3354,149,1.8365,0.5543,0.0,0.0289,10
3372,149,1.8392,0.5861,0.0,0.0375,10
4748,149,1.9247,0.6045,0.0,0.0451,10
3349,149,1.9023,0.6186,0.0,0.0396,10
3384,149,1.8516,0.5631,0.0,0.0315,10
3429,149,1.8524,0.654,0.0,0.0306,10
3401,149,1.8373,0.5592,0.0,0.0357,10
3311,149,1.8392,0.5924,0.0,0.031,10
3401,149,1.8839,0.5909,0.0,0.0312,10
3355,149,1.8301,0.6061,0.0,0.0286,10
3372,149,1.8451,0.6265,0.0,0.0323,10
3262,149,1.812,0.5991,0.0,0.0331,10
3201,149,1.8221,0.62,0.0,0.0402,10
3232,149,1.8024,0.6077,0.0,0.0344,10
3239,149,1.8028,0.584,0.0,0.034,10
3210,149,1.8119,0.6045,0.0,0.0368,10
3151,149,1.8314,0.5534,0.0,0.0296,10
3131,149,1.8255,0.5923,0.0,0.0309,10
3240,149,1.8164,0.6284,0.0,0.0426,10
3215,149,1.8193,0.5705,0.0,0.0275,10
3180,149,1.7939,0.5358,0.0,0.0325,10
3245,149,1.8196,0.6329,0.0,0.0283,10
3256,149,1.8167,0.6129,0.0,0.0378,10
3226,149,1.8028,0.5907,0.0,0.0432,10
3215,149,1.8017,0.6081,0.0,0.0302,10
3241,149,1.8174,0.5899,0.0,0.0352,10
3220,149,1.8331,0.5803,0.0,0.0386,10
3234,149,1.8241,0.5472,0.0,0.0305,10
3230,149,1.7979,0.5665,0.0,0.0361,10
3232,149,1.8015,0.5395,0.0,0.0378,10
3176,149,1.7939,0.5849,0.0,0.0285,10
3228,149,1.83,0.5637,0.0,0.0307,10
3225,149,1.8164,0.5657,0.0,0.0314,10
3186,149,1.8117,0.6078,0.0,0.0367,10
3222,149,1.7979,0.5894,0.0,0.0312,10
3208,149,1.8459,0.6098,0.0,0.0348,10
3216,149,1.8522,0.6345,0.0,0.0371,10
3228,149,1.7998,0.5959,0.0,0.0481,10
3231,149,1.8133,0.6056,0.0,0.0345,10
3261,149,1.827,0.5825,0.0,0.0302,10
3208,149,1.8335,0.5728,0.0,0.0301,10
3241,149,1.7204,0.6226,0.0,0.0446,10
3180,149,1.8206,0.6068,0.0,0.0341,10
3174,149,1.8157,0.5818,0.0,0.0391,10
3221,149,1.8169,0.5832,0.0,0.031,10
3262,149,1.8368,0.6203,0.0,0.0332,10
3260,149,1.8434,0.5752,0.0,0.0313,10
3220,149,1.8102,0.6175,0.0,0.0305,10
3259,149,1.8266,0.5804,0.0,0.0319,10
3153,149,1.7998,0.6066,0.0,0.0303,10
3238,149,1.8408,0.5763,0.0,0.0465,10
3213,149,1.8126,0.6444,0.0,0.0396,10
3243,149,1.8623,0.6019,0.0,0.0364,10
3193,149,1.8008,0.5724,0.0,0.0341,10
3196,149,1.7789,0.6009,0.0,0.0288,10
3268,149,1.8806,0.5944,0.0,0.0369,10
3219,149,1.8429,0.5869,0.0,0.0383,10
3209,149,1.8482,0.5432,0.0,0.0324,10
3225,149,1.816,0.6164,0.0,0.0303,10
3251,149,1.8237,0.6376,0.0,0.0317,10
3261,149,1.8417,0.575,0.0,0.0352,10
3144,149,1.8199,0.5905,0.0,0.037,10
3146,149,1.8408,0.5707,0.0,0.0323,10
3218,149,1.8317,0.6391,0.0,0.0314,10
3267,149,1.8175,0.6041,0.0,0.0299,10
3173,149,1.8188,0.5751,0.0,0.0277,10
3251,149,1.8173,0.6214,0.0,0.0284,10
3279,149,1.8409,0.5695,0.0,0.0344,10
3257,149,1.8248,0.5704,0.0,0.0301,10
3206,149,1.8208,0.5775,0.0,0.0365,10
3224,149,1.8239,0.6024,0.0,0.0322,10
3180,149,1.8655,0.6107,0.0,0.0371,10
3203,149,1.8624,0.6238,0.0,0.0328,10
3204,149,1.847,0.5935,0.0,0.0369,10
3240,149,1.8176,0.5996,0.0,0.0329,10
3230,149,1.9143,0.5907,0.0,0.0363,10
3212,149,1.8539,0.5722,0.0,0.0324,10
3223,149,1.8316,0.5995,0.0,0.0295,10
3233,149,1.863,0.6507,0.0,0.0318,10
3245,149,1.819,0.5631,0.0,0.0334,10
3259,149,1.8539,0.5742,0.0,0.0403,10
3181,149,1.8478,0.5948,0.0,0.0383,10
3240,149,1.8389,0.6293,0.0,0.0343,10
3184,149,1.8238,0.5813,0.0,0.0292,10
3172,149,1.8154,0.5031,0.0,0.0293,10
3247,149,1.8059,0.5797,0.0,0.0279,10
3281,149,1.8564,0.5405,0.0,0.031,10
3230,149,1.8903,0.6088,0.0,0.0301,10
3126,149,1.8329,0.5533,0.0,0.0337,10
3200,149,1.8245,0.5768,0.0,0.028,10
3161,149,1.8301,0.5823,0.0,0.0316,10
3154,149,1.846,0.5732,0.0,0.0282,10
4748,149,1.9657,0.5753,0.0,0.0522,10
3178,149,1.8481,0.6271,0.0,0.0342,10
3175,149,1.8282,0.5898,0.0,0.0322,10
3207,149,1.8316,0.5916,0.0,0.028,10
3222,149,1.8584,0.5781,0.0,0.0352,10
3164,149,1.8472,0.6008,0.0,0.032,10
3228,149,1.822,0.6248,0.0,0.0279,10
3233,149,1.8353,0.6257,0.0,0.0361,10
3228,149,1.8417,0.6284,0.0,0.0375,10
3189,149,1.8452,0.6321,0.0,0.0394,10
3081,149,1.8193,0.5959,0.0,0.0364,10
3120,149,1.884,0.5973,0.0,0.0395,10
3198,149,1.8126,0.5678,0.0,0.0283,10
3142,149,1.8277,0.5823,0.0,0.0389,10
3122,149,1.7929,0.5962,0.0,0.03,10
3107,149,1.7911,0.5679,0.0,0.0348,10
3117,149,1.8121,0.5592,0.0,0.0382,10
3111,149,1.7975,0.6024,0.0,0.0299,10
3126,149,1.7907,0.6003,0.0,0.0341,10
3131,149,1.7997,0.6081,0.0,0.0333,10
3111,149,1.7898,0.5975,0.0,0.0274,10
3100,149,1.8234,0.5562,0.0,0.0323,10
3167,149,1.793,0.5483,0.0,0.032,10
3146,149,1.8386,0.6163,0.0,0.037,10
3145,149,1.7955,0.5659,0.0,0.0296,10
3104,149,1.7933,0.5849,0.0,0.0391,10
3107,149,1.7953,0.5646,0.0,0.033,10
3082,149,1.8133,0.5692,0.0,0.0311,10
3111,149,1.8202,0.5597,0.0,0.0338,10
3181,149,1.8918,0.5841,0.0,0.0463,10
3118,149,1.803,0.6089,0.0,0.0296,10
3140,149,1.8325,0.617,0.0,0.0326,10
3121,149,1.794,0.5695,0.0,0.0313,10
3103,149,1.7764,0.5479,0.0,0.0356,10
3143,149,1.8027,0.576,0.0,0.0289,10
3162,149,1.7901,0.5859,0.0,0.0305,10
3107,149,1.8147,0.5325,0.0,0.0344,10
3193,149,1.7982,0.6065,0.0,0.0307,10
3125,149,1.842,0.5713,0.0,0.0404,10
3155,149,1.8319,0.5904,0.0,0.0282,10
3113,149,1.8445,0.6101,0.0,0.0403,10
3061,149,1.8354,0.5965,0.0,0.0289,10
3132,149,1.8344,0.6476,0.0,0.0362,10
3152,149,1.8698,0.5604,0.0,0.0408,10
3169,149,1.8438,0.6007,0.0,0.0322,10
3131,149,1.8479,0.5966,0.0,0.0288,10
3135,149,1.8145,0.5785,0.0,0.033,10
3134,149,1.8922,0.5863,0.0,0.0302,10
3097,149,1.8778,0.5684,0.0,0.0278,10
3132,149,1.836,0.6267,0.0,0.0289,10
3115,149,1.8071,0.581,0.0,0.0299,10
3108,149,1.8084,0.5751,0.0,0.0287,10
3125,149,1.892,0.5873,0.0,0.049,10
3181,149,1.8271,0.6586,0.0,0.0311,10
3109,149,1.8584,0.5709,0.0,0.0435,10
3144,149,1.7146,0.5785,0.0,0.0313,10
3146,149,1.8085,0.6139,0.0,0.033,10
3149,149,1.8316,0.6105,0.0,0.027,10
3079,149,1.8725,0.6053,0.0,0.0334,10
3109,149,1.8776,0.5928,0.0,0.0279,10
3126,149,1.8259,0.6082,0.0,0.0388,10
3160,149,1.8484,0.6264,0.0,0.0347,10
3138,149,1.836,0.5859,0.0,0.0305,10
3186,149,1.8324,0.5784,0.0,0.0301,10
3188,149,1.8378,0.5889,0.0,0.0389,10
3151,149,1.8772,0.5735,0.0,0.0386,10
3129,149,1.8555,0.5594,0.0,0.0449,10
3095,149,1.8419,0.5952,0.0,0.0353,10
3136,149,1.8417,0.5834,0.0,0.0307,10
3132,149,1.8032,0.614,0.0,0.0349,10
3108,149,1.8101,0.6053,0.0,0.0371,10
3141,149,1.8392,0.5965,0.0,0.0335,10
3103,149,1.8235,0.5924,0.0,0.027,10
3128,149,1.7953,0.5271,0.0,0.0282,10
3153,149,1.8213,0.5701,0.0,0.0272,10
3140,149,1.8462,0.5762,0.0,0.0327,10
3110,149,1.8206,0.575,0.0,0.0328,10
3134,149,1.8244,0.5967,0.0,0.0468,10
