Number of features,Number of samples,Execution time,Fitness,Train score,Number of clusters,Algorithm,Scoring method
7023,510,0.5469,0.6088,0.0,2,1,1
911,582,0.1315,0.5063,0.0,2,1,1
1405,510,0.1647,0.619,0.0,2,1,1
1221,510,0.1666,0.6185,0.0,2,1,1
130,403,0.0799,0.5856,0.0,2,1,1
111,403,0.0722,0.5814,0.0,2,1,1
960,582,0.1525,0.5063,0.0,2,1,1
721,510,0.1357,0.73,0.0,2,1,1
1212,582,0.1784,0.5645,0.0,2,1,1
470,510,0.0874,0.7464,0.0,2,1,1
1340,510,0.1636,0.6083,0.0,2,1,1
419,403,0.0974,0.5655,0.0,2,1,1
5850,403,0.371,0.5667,0.0,2,1,1
1020,582,0.1442,0.5063,0.0,2,1,1
1274,510,0.166,0.6068,0.0,2,1,1
1366,510,0.1608,0.6175,0.0,2,1,1
103,403,0.0768,0.5938,0.0,2,1,1
1193,510,0.1503,0.6236,0.0,2,1,1
1476,510,0.1971,0.7065,0.0,2,1,1
7095,582,0.5662,0.5063,0.0,2,1,1
118,403,0.072,0.5788,0.0,2,1,1
737,510,0.1187,0.7284,0.0,2,1,1
1059,582,0.1997,0.5374,0.0,2,1,1
960,582,0.159,0.5471,0.0,2,1,1
108,403,0.0707,0.5778,0.0,2,1,1
527,510,0.1005,0.7269,0.0,2,1,1
3084,403,0.2483,0.5578,0.0,2,1,1
454,403,0.0951,0.5609,0.0,2,1,1
863,510,0.134,0.7331,0.0,2,1,1
727,510,0.1205,0.7233,0.0,2,1,1
864,510,0.1251,0.7283,0.0,2,1,1
102,403,0.0744,0.5788,0.0,2,1,1
129,403,0.0756,0.5808,0.0,2,1,1
453,510,0.1066,0.7368,0.0,2,1,1
2085,403,0.1936,0.5002,0.0,2,1,1
110,403,0.071,0.5837,0.0,2,1,1
215,403,0.0791,0.579,0.0,2,1,1
985,582,0.1611,0.5063,0.0,2,1,1
1086,403,0.1306,0.5561,0.0,2,1,1
108,403,0.0757,0.5887,0.0,2,1,1
7662,510,0.627,0.61,0.0,2,1,1
1247,510,0.1608,0.7124,0.0,2,1,1
1208,582,0.1704,0.5507,0.0,2,1,1
1377,510,0.1838,0.6141,0.0,2,1,1
1729,582,0.1977,0.5063,0.0,2,1,1
1121,582,0.1746,0.5063,0.0,2,1,1
4926,582,0.5701,0.5063,0.0,2,1,1
3833,510,0.3633,0.6105,0.0,2,1,1
1250,582,0.196,0.5427,0.0,2,1,1
996,510,0.1493,0.7246,0.0,2,1,1
261,403,0.0801,0.5859,0.0,2,1,1
671,510,0.1159,0.7166,0.0,2,1,1
969,582,0.1607,0.5565,0.0,2,1,1
1181,510,0.1567,0.7239,0.0,2,1,1
127,403,0.0749,0.5886,0.0,2,1,1
1573,510,0.1683,0.6145,0.0,2,1,1
413,403,0.0869,0.567,0.0,2,1,1
430,403,0.0847,0.5527,0.0,2,1,1
2035,582,0.2421,0.5063,0.0,2,1,1
113,403,0.0715,0.5665,0.0,2,1,1
870,510,0.1364,0.7329,0.0,2,1,1
1038,403,0.1182,0.5627,0.0,2,1,1
990,582,0.1538,0.5312,0.0,2,1,1
3136,510,0.2698,0.6062,0.0,2,1,1
1017,582,0.1477,0.5681,0.0,2,1,1
3951,510,0.3924,0.606,0.0,2,1,1
108,403,0.0718,0.5849,0.0,2,1,1
128,403,0.0732,0.5907,0.0,2,1,1
2251,403,0.1853,0.5649,0.0,2,1,1
454,510,0.1022,0.7391,0.0,2,1,1
954,582,0.1607,0.5247,0.0,2,1,1
1380,510,0.157,0.6112,0.0,2,1,1
1078,582,0.1539,0.5063,0.0,2,1,1
1461,510,0.1577,0.7218,0.0,2,1,1
1785,510,0.1951,0.62,0.0,2,1,1
118,403,0.0751,0.5898,0.0,2,1,1
467,510,0.1043,0.7418,0.0,2,1,1
962,582,0.1556,0.5063,0.0,2,1,1
110,403,0.0759,0.5822,0.0,2,1,1
609,510,0.1062,0.7312,0.0,2,1,1
2214,510,0.2153,0.6211,0.0,2,1,1
2609,403,0.2003,0.5641,0.0,2,1,1
101,403,0.0701,0.595,0.0,2,1,1
1277,510,0.1703,0.6189,0.0,2,1,1
444,510,0.095,0.7397,0.0,2,1,1
457,510,0.1222,0.7415,0.0,2,1,1
693,510,0.1226,0.7176,0.0,2,1,1
268,403,0.0814,0.583,0.0,2,1,1
255,403,0.0846,0.5591,0.0,2,1,1
1754,582,0.2481,0.5063,0.0,2,1,1
2203,582,0.2722,0.5063,0.0,2,1,1
3324,403,0.2714,0.5573,0.0,2,1,1
978,582,0.1393,0.5425,0.0,2,1,1
1624,510,0.1857,0.6895,0.0,2,1,1
1341,582,0.1901,0.504,0.0,2,1,1
213,403,0.0816,0.5635,0.0,2,1,1
1108,510,0.1692,0.6152,0.0,2,1,1
3497,510,0.3161,0.611,0.0,2,1,1
8996,582,0.9244,0.5063,0.0,2,1,1
1213,582,0.1556,0.5063,0.0,2,1,1
5358,403,0.3907,0.5632,0.0,2,1,1
339,403,0.0889,0.5759,0.0,2,1,1
260,403,0.0834,0.5738,0.0,2,1,1
192,403,0.0732,0.5804,0.0,2,1,1
175,403,0.0757,0.5575,0.0,2,1,1
830,582,0.1217,0.5063,0.0,2,1,1
168,403,0.0762,0.5804,0.0,2,1,1
2235,510,0.2347,0.6092,0.0,2,1,1
699,403,0.1194,0.5741,0.0,2,1,1
460,510,0.1139,0.7495,0.0,2,1,1
330,403,0.1389,0.5015,0.0,2,1,1
1002,510,0.1479,0.7256,0.0,2,1,1
2113,403,0.2437,0.5015,0.0,2,1,1
2218,510,0.2027,0.6101,0.0,2,1,1
3373,403,0.2829,0.5623,0.0,2,1,1
1261,582,0.1671,0.5063,0.0,2,1,1
1237,582,0.1934,0.5052,0.0,2,1,1
5485,403,0.428,0.5609,0.0,2,1,1
1041,510,0.1472,0.6067,0.0,2,1,1
1073,582,0.1576,0.5063,0.0,2,1,1
4873,403,0.3112,0.5649,0.0,2,1,1
3168,582,0.3811,0.5063,0.0,2,1,1
115,403,0.072,0.5908,0.0,2,1,1
691,510,0.1184,0.6219,0.0,2,1,1
7281,403,0.5058,0.569,0.0,2,1,1
118,403,0.0749,0.5759,0.0,2,1,1
1098,582,0.1834,0.5406,0.0,2,1,1
4557,582,0.6141,0.5063,0.0,2,1,1
3449,403,0.2555,0.5621,0.0,2,1,1
6299,582,0.6169,0.5063,0.0,2,1,1
952,582,0.1698,0.5461,0.0,2,1,1
1928,582,0.2136,0.5063,0.0,2,1,1
1441,582,0.1878,0.5063,0.0,2,1,1
3291,510,0.2962,0.6135,0.0,2,1,1
573,510,0.1213,0.7248,0.0,2,1,1
604,403,0.1028,0.5648,0.0,2,1,1
1147,403,0.1355,0.5517,0.0,2,1,1
2719,403,0.2385,0.5619,0.0,2,1,1
941,582,0.1684,0.5543,0.0,2,1,1
118,403,0.0732,0.5857,0.0,2,1,1
706,510,0.1202,0.7211,0.0,2,1,1
2050,582,0.2384,0.5063,0.0,2,1,1
1321,582,0.1769,0.5063,0.0,2,1,1
983,582,0.1478,0.5465,0.0,2,1,1
1264,582,0.1637,0.5063,0.0,2,1,1
948,582,0.1705,0.5063,0.0,2,1,1
1122,582,0.1641,0.5063,0.0,2,1,1
894,582,0.1594,0.5368,0.0,2,1,1
1327,510,0.1627,0.6107,0.0,2,1,1
252,403,0.0795,0.5666,0.0,2,1,1
1307,510,0.1555,0.687,0.0,2,1,1
110,403,0.0756,0.5613,0.0,2,1,1
106,403,0.079,0.5927,0.0,2,1,1
1679,403,0.168,0.5642,0.0,2,1,1
1101,582,0.145,0.5063,0.0,2,1,1
569,510,0.1047,0.6257,0.0,2,1,1
1239,510,0.1723,0.7288,0.0,2,1,1
109,403,0.0732,0.5893,0.0,2,1,1
1331,510,0.166,0.7095,0.0,2,1,1
8006,510,0.6276,0.6088,0.0,2,1,1
4008,403,0.3126,0.5637,0.0,2,1,1
1695,510,0.1981,0.6153,0.0,2,1,1
1449,582,0.2103,0.5063,0.0,2,1,1
7270,510,0.5836,0.6082,0.0,2,1,1
5211,403,0.4049,0.567,0.0,2,1,1
2464,582,0.2618,0.5063,0.0,2,1,1
1119,582,0.1743,0.5502,0.0,2,1,1
102,403,0.0777,0.5589,0.0,2,1,1
961,582,0.1763,0.5451,0.0,2,1,1
117,403,0.0798,0.5954,0.0,2,1,1
7182,582,0.7068,0.5063,0.0,2,1,1
969,582,0.1564,0.539,0.0,2,1,1
721,510,0.1255,0.7228,0.0,2,1,1
250,403,0.0794,0.569,0.0,2,1,1
1959,403,0.1812,0.5556,0.0,2,1,1
2219,582,0.2493,0.5063,0.0,2,1,1
1073,582,0.1714,0.5063,0.0,2,1,1
967,582,0.166,0.4966,0.0,2,1,1
1663,582,0.2256,0.5063,0.0,2,1,1
164,403,0.0749,0.5842,0.0,2,1,1
89,403,0.0743,0.5674,0.0,2,1,1
742,510,0.1185,0.7136,0.0,2,1,1
1014,510,0.1687,0.7232,0.0,2,1,1
3534,510,0.2928,0.6119,0.0,2,1,1
6797,403,0.4855,0.566,0.0,2,1,1
599,403,0.0976,0.5689,0.0,2,1,1
436,403,0.0877,0.5692,0.0,2,1,1
1291,510,0.1741,0.7188,0.0,2,1,1
3738,510,0.3431,0.6071,0.0,2,1,1
6763,510,0.6402,0.6059,0.0,2,1,1
158,403,0.0839,0.551,0.0,2,1,1
969,582,0.1572,0.5063,0.0,2,1,1
457,510,0.1158,0.7387,0.0,2,1,1
897,582,0.1529,0.5063,0.0,2,1,1
1652,510,0.1692,0.6177,0.0,2,1,1
123,403,0.076,0.5667,0.0,2,1,1
5574,510,0.4775,0.61,0.0,2,1,1
566,510,0.1196,0.7153,0.0,2,1,1
720,510,0.1211,0.7065,0.0,2,1,1
6876,582,0.6202,0.5063,0.0,2,1,1
2102,582,0.2402,0.5063,0.0,2,1,1
988,582,0.1592,0.564,0.0,2,1,1
387,403,0.0894,0.5694,0.0,2,1,1
6838,582,0.8267,0.5063,0.0,2,1,1
366,403,0.0943,0.5766,0.0,2,1,1
573,510,0.0985,0.7387,0.0,2,1,1
2135,582,0.2357,0.5063,0.0,2,1,1
1210,510,0.1477,0.6195,0.0,2,1,1
898,510,0.1445,0.7241,0.0,2,1,1
1471,510,0.1881,0.6182,0.0,2,1,1
1273,510,0.1881,0.706,0.0,2,1,1
974,582,0.1611,0.538,0.0,2,1,1
950,582,0.1552,0.55,0.0,2,1,1
1037,510,0.1361,0.605,0.0,2,1,1
5145,403,0.379,0.5654,0.0,2,1,1
908,582,0.1545,0.5063,0.0,2,1,1
2501,510,0.2496,0.6073,0.0,2,1,1
695,510,0.1118,0.6136,0.0,2,1,1
650,403,0.0943,0.5587,0.0,2,1,1
1160,510,0.1413,0.6099,0.0,2,1,1
863,510,0.1297,0.7195,0.0,2,1,1
1213,403,0.1507,0.5607,0.0,2,1,1
958,510,0.1411,0.7047,0.0,2,1,1
1605,582,0.2214,0.5063,0.0,2,1,1
1782,582,0.2179,0.5002,0.0,2,1,1
320,403,0.0891,0.5633,0.0,2,1,1
223,403,0.0802,0.5816,0.0,2,1,1
2917,582,0.3537,0.5063,0.0,2,1,1
3930,582,0.4139,0.5063,0.0,2,1,1
3564,510,0.3145,0.6134,0.0,2,1,1
1497,403,0.1948,0.5015,0.0,2,1,1
1018,510,0.1543,0.6231,0.0,2,1,1
1687,510,0.1829,0.6217,0.0,2,1,1
146,403,0.0753,0.5936,0.0,2,1,1
165,403,0.0738,0.5777,0.0,2,1,1
2218,510,0.208,0.6101,0.0,2,1,1
1223,403,0.1338,0.565,0.0,2,1,1
1002,582,0.1728,0.5678,0.0,2,1,1
1578,510,0.2012,0.7064,0.0,2,1,1
453,510,0.1016,0.6081,0.0,2,1,1
2777,403,0.2094,0.5002,0.0,2,1,1
933,582,0.1482,0.5063,0.0,2,1,1
1494,582,0.2117,0.5063,0.0,2,1,1
8611,582,0.8777,0.5063,0.0,2,1,1
4439,582,0.4734,0.5063,0.0,2,1,1
4762,403,0.311,0.562,0.0,2,1,1
176,403,0.0737,0.5873,0.0,2,1,1
564,510,0.1153,0.7349,0.0,2,1,1
6304,582,0.7442,0.5063,0.0,2,1,1
112,403,0.0723,0.5714,0.0,2,1,1
419,403,0.1566,0.5015,0.0,2,1,1
718,510,0.1247,0.7434,0.0,2,1,1
114,403,0.0728,0.58,0.0,2,1,1
162,403,0.0758,0.5846,0.0,2,1,1
122,403,0.0786,0.5953,0.0,2,1,1
123,403,0.0722,0.6019,0.0,2,1,1
3832,582,0.4175,0.5063,0.0,2,1,1
320,403,0.079,0.5774,0.0,2,1,1
988,582,0.1552,0.5507,0.0,2,1,1
434,510,0.125,0.749,0.0,2,1,1
122,403,0.0708,0.5934,0.0,2,1,1
1057,582,0.1635,0.5063,0.0,2,1,1
1202,510,0.1443,0.6124,0.0,2,1,1
3392,510,0.2948,0.6128,0.0,2,1,1
862,510,0.1353,0.7105,0.0,2,1,1
701,510,0.125,0.7331,0.0,2,1,1
1863,582,0.2433,0.5063,0.0,2,1,1
683,403,0.103,0.5589,0.0,2,1,1
8668,582,0.9395,0.5063,0.0,2,1,1
2456,510,0.2407,0.6122,0.0,2,1,1
1494,582,0.1549,0.5063,0.0,2,1,1
3377,582,0.3619,0.5063,0.0,2,1,1
2067,510,0.215,0.6135,0.0,2,1,1
2129,510,0.2266,0.6088,0.0,2,1,1
213,403,0.0774,0.5571,0.0,2,1,1
928,582,0.1384,0.5749,0.0,2,1,1
7164,582,0.6439,0.5063,0.0,2,1,1
4627,510,0.4398,0.6098,0.0,2,1,1
731,510,0.1323,0.7376,0.0,2,1,1
444,403,0.0943,0.5448,0.0,2,1,1
663,403,0.1086,0.5583,0.0,2,1,1
6842,403,0.5688,0.5671,0.0,2,1,1
158,403,0.076,0.5437,0.0,2,1,1
1011,510,0.1674,0.7167,0.0,2,1,1
3506,582,0.3877,0.5063,0.0,2,1,1
709,510,0.1155,0.7355,0.0,2,1,1
914,582,0.1521,0.5063,0.0,2,1,1
1479,403,0.1272,0.5002,0.0,2,1,1
287,403,0.0955,0.5791,0.0,2,1,1
1787,582,0.2585,0.5063,0.0,2,1,1
47,403,0.0708,0.5497,0.0,2,1,1
934,582,0.1867,0.5653,0.0,2,1,1
113,403,0.0771,0.5994,0.0,2,1,1
1318,582,0.2025,0.5474,0.0,2,1,1
202,403,0.0775,0.5598,0.0,2,1,1
1377,582,0.2241,0.5156,0.0,2,1,1
146,403,0.0725,0.5581,0.0,2,1,1
709,510,0.1293,0.7156,0.0,2,1,1
1092,403,0.1263,0.5629,0.0,2,1,1
225,403,0.0827,0.5594,0.0,2,1,1
2291,510,0.2327,0.6122,0.0,2,1,1
1915,582,0.2503,0.5063,0.0,2,1,1
7506,510,0.646,0.6131,0.0,2,1,1
1217,510,0.1817,0.7035,0.0,2,1,1
111,403,0.0686,0.5863,0.0,2,1,1
457,510,0.1188,0.6046,0.0,2,1,1
2636,510,0.2572,0.6121,0.0,2,1,1
382,403,0.0906,0.5815,0.0,2,1,1
571,403,0.1033,0.5696,0.0,2,1,1
1059,403,0.1241,0.5619,0.0,2,1,1
1366,403,0.1456,0.5651,0.0,2,1,1
1527,510,0.1706,0.6215,0.0,2,1,1
6906,403,0.4883,0.5669,0.0,2,1,1
2311,582,0.3178,0.5063,0.0,2,1,1
2911,510,0.2683,0.6082,0.0,2,1,1
725,510,0.1442,0.7013,0.0,2,1,1
592,510,0.1337,0.7328,0.0,2,1,1
276,403,0.0756,0.5795,0.0,2,1,1
1677,582,0.2145,0.5063,0.0,2,1,1
926,582,0.1844,0.561,0.0,2,1,1
889,510,0.1375,0.7247,0.0,2,1,1
1039,510,0.1553,0.7295,0.0,2,1,1
949,582,0.1631,0.5512,0.0,2,1,1
160,403,0.0734,0.5755,0.0,2,1,1
1026,510,0.1431,0.7043,0.0,2,1,1
6064,510,0.4971,0.6088,0.0,2,1,1
1816,510,0.2011,0.62,0.0,2,1,1
1265,510,0.1609,0.6907,0.0,2,1,1
859,510,0.1375,0.7213,0.0,2,1,1
1734,403,0.1766,0.5515,0.0,2,1,1
4307,510,0.3608,0.6083,0.0,2,1,1
214,403,0.0796,0.5786,0.0,2,1,1
6922,403,0.516,0.5641,0.0,2,1,1
3507,582,0.3382,0.5063,0.0,2,1,1
906,510,0.1405,0.7235,0.0,2,1,1
123,403,0.0782,0.5897,0.0,2,1,1
1018,582,0.1607,0.5063,0.0,2,1,1
7924,510,0.725,0.6077,0.0,2,1,1
1280,510,0.1646,0.7184,0.0,2,1,1
927,582,0.1402,0.5063,0.0,2,1,1
4649,582,0.513,0.5063,0.0,2,1,1
1794,582,0.2223,0.5063,0.0,2,1,1
633,582,0.1545,0.5063,0.0,2,1,1
1194,510,0.1736,0.6937,0.0,2,1,1
1031,582,0.1669,0.5063,0.0,2,1,1
1039,582,0.1787,0.5605,0.0,2,1,1
857,510,0.13,0.7204,0.0,2,1,1
190,403,0.0818,0.5949,0.0,2,1,1
158,403,0.0764,0.5535,0.0,2,1,1
898,582,0.1497,0.5063,0.0,2,1,1
1638,582,0.2215,0.5063,0.0,2,1,1
743,403,0.1089,0.5707,0.0,2,1,1
931,582,0.1446,0.5063,0.0,2,1,1
4523,510,0.4122,0.6104,0.0,2,1,1
1359,510,0.1804,0.6987,0.0,2,1,1
901,510,0.1438,0.7324,0.0,2,1,1
1185,510,0.1656,0.6039,0.0,2,1,1
566,510,0.1159,0.7278,0.0,2,1,1
112,403,0.0705,0.5809,0.0,2,1,1
3670,510,0.32,0.6182,0.0,2,1,1
918,582,0.1489,0.5063,0.0,2,1,1
1613,582,0.1934,0.5063,0.0,2,1,1
6548,582,0.6097,0.5063,0.0,2,1,1
5717,403,0.4337,0.5664,0.0,2,1,1
938,582,0.1779,0.549,0.0,2,1,1
3947,582,0.4662,0.5063,0.0,2,1,1
3176,582,0.4204,0.5063,0.0,2,1,1
570,582,0.1001,0.5063,0.0,2,1,1
1185,510,0.1571,0.7087,0.0,2,1,1
2313,403,0.1805,0.5653,0.0,2,1,1
1447,582,0.2238,0.54,0.0,2,1,1
1051,510,0.1862,0.6163,0.0,2,1,1
945,582,0.1679,0.5087,0.0,2,1,1
254,403,0.0852,0.587,0.0,2,1,1
102,403,0.0719,0.5848,0.0,2,1,1
549,510,0.1254,0.71,0.0,2,1,1
107,403,0.0743,0.5651,0.0,2,1,1
6463,510,0.544,0.6089,0.0,2,1,1
879,403,0.1197,0.5709,0.0,2,1,1
127,403,0.0792,0.5789,0.0,2,1,1
870,510,0.1481,0.7258,0.0,2,1,1
1044,582,0.1565,0.5114,0.0,2,1,1
2121,510,0.2157,0.6065,0.0,2,1,1
2616,403,0.2637,0.5015,0.0,2,1,1
1474,510,0.178,0.6121,0.0,2,1,1
919,582,0.1566,0.5541,0.0,2,1,1
938,582,0.1642,0.5487,0.0,2,1,1
1043,510,0.1493,0.6994,0.0,2,1,1
107,403,0.073,0.5826,0.0,2,1,1
859,510,0.1348,0.7175,0.0,2,1,1
1704,510,0.1903,0.7059,0.0,2,1,1
159,403,0.0722,0.5727,0.0,2,1,1
594,510,0.0998,0.7463,0.0,2,1,1
2650,403,0.205,0.5002,0.0,2,1,1
6617,582,0.6685,0.5063,0.0,2,1,1
3880,582,0.427,0.5063,0.0,2,1,1
1020,582,0.1802,0.5679,0.0,2,1,1
725,403,0.1104,0.5587,0.0,2,1,1
145,403,0.0814,0.5759,0.0,2,1,1
535,403,0.0976,0.5736,0.0,2,1,1
985,582,0.1677,0.5639,0.0,2,1,1
1352,510,0.1758,0.7219,0.0,2,1,1
2915,582,0.2666,0.5063,0.0,2,1,1
584,510,0.1202,0.738,0.0,2,1,1
112,403,0.0731,0.5846,0.0,2,1,1
8842,403,0.6045,0.5653,0.0,2,1,1
1340,582,0.1925,0.5063,0.0,2,1,1
125,403,0.0765,0.5876,0.0,2,1,1
1108,582,0.1613,0.5063,0.0,2,1,1
7023,510,0.6192,0.6108,0.0,2,1,1
7583,403,0.5724,0.5652,0.0,2,1,1
1541,510,0.1774,0.6166,0.0,2,1,1
163,403,0.0751,0.5827,0.0,2,1,1
454,510,0.1089,0.7287,0.0,2,1,1
7364,582,0.6471,0.5063,0.0,2,1,1
599,510,0.1066,0.7275,0.0,2,1,1
570,582,0.1271,0.5063,0.0,2,1,1
147,403,0.0725,0.56,0.0,2,1,1
101,403,0.073,0.5837,0.0,2,1,1
115,403,0.0738,0.5834,0.0,2,1,1
1209,510,0.1463,0.716,0.0,2,1,1
856,510,0.1484,0.7229,0.0,2,1,1
664,403,0.1266,0.5664,0.0,2,1,1
2167,582,0.2642,0.5063,0.0,2,1,1
3287,403,0.2239,0.5657,0.0,2,1,1
252,403,0.0841,0.5787,0.0,2,1,1
3697,403,0.2939,0.5596,0.0,2,1,1
4915,582,0.5432,0.5063,0.0,2,1,1
599,403,0.1088,0.5739,0.0,2,1,1
836,510,0.1258,0.7271,0.0,2,1,1
602,510,0.1107,0.7372,0.0,2,1,1
861,510,0.1213,0.6139,0.0,2,1,1
110,403,0.0767,0.5857,0.0,2,1,1
579,510,0.0972,0.7051,0.0,2,1,1
1192,510,0.1454,0.7159,0.0,2,1,1
6213,582,0.5828,0.5063,0.0,2,1,1
583,510,0.123,0.7404,0.0,2,1,1
235,403,0.0804,0.5656,0.0,2,1,1
2350,582,0.2658,0.5063,0.0,2,1,1
107,403,0.0742,0.5883,0.0,2,1,1
1671,510,0.1902,0.7168,0.0,2,1,1
112,403,0.0681,0.5889,0.0,2,1,1
7364,582,0.7964,0.5063,0.0,2,1,1
957,582,0.1519,0.5063,0.0,2,1,1
1469,582,0.2017,0.5063,0.0,2,1,1
149,403,0.0782,0.5765,0.0,2,1,1
128,403,0.0767,0.5903,0.0,2,1,1
706,510,0.1208,0.7231,0.0,2,1,1
1419,510,0.1801,0.6169,0.0,2,1,1
2333,582,0.3233,0.4942,0.0,2,1,1
1022,582,0.1854,0.5518,0.0,2,1,1
444,510,0.0996,0.7477,0.0,2,1,1
2791,510,0.2504,0.6264,0.0,2,1,1
1439,403,0.1655,0.5561,0.0,2,1,1
332,403,0.0845,0.5781,0.0,2,1,1
2157,582,0.2766,0.5063,0.0,2,1,1
1057,510,0.1621,0.615,0.0,2,1,1
561,510,0.1046,0.7316,0.0,2,1,1
578,510,0.124,0.7263,0.0,2,1,1
111,403,0.0692,0.5883,0.0,2,1,1
1035,510,0.1445,0.7186,0.0,2,1,1
128,403,0.0817,0.578,0.0,2,1,1
602,510,0.1262,0.7295,0.0,2,1,1
126,403,0.0782,0.5807,0.0,2,1,1
963,582,0.1685,0.5038,0.0,2,1,1
1051,582,0.1663,0.5478,0.0,2,1,1
1271,510,0.152,0.6879,0.0,2,1,1
1206,510,0.1512,0.6063,0.0,2,1,1
3506,582,0.348,0.5063,0.0,2,1,1
1007,582,0.1748,0.502,0.0,2,1,1
6583,510,0.5175,0.6065,0.0,2,1,1
129,403,0.0804,0.5598,0.0,2,1,1
962,582,0.1582,0.5454,0.0,2,1,1
1034,510,0.1342,0.6996,0.0,2,1,1
1100,582,0.1697,0.5063,0.0,2,1,1
908,582,0.1737,0.5396,0.0,2,1,1
1727,582,0.2553,0.5063,0.0,2,1,1
6919,403,0.4868,0.566,0.0,2,1,1
944,582,0.1561,0.5107,0.0,2,1,1
952,582,0.1548,0.5362,0.0,2,1,1
1317,582,0.1583,0.5063,0.0,2,1,1
4048,510,0.321,0.617,0.0,2,1,1
245,403,0.0798,0.5652,0.0,2,1,1
1063,510,0.1412,0.606,0.0,2,1,1
111,403,0.0709,0.587,0.0,2,1,1
3851,582,0.3783,0.5063,0.0,2,1,1
1429,510,0.1616,0.6185,0.0,2,1,1
103,403,0.0701,0.5948,0.0,2,1,1
192,403,0.0734,0.5812,0.0,2,1,1
2000,582,0.2398,0.5063,0.0,2,1,1
8232,510,0.7566,0.6089,0.0,2,1,1
3111,510,0.2911,0.6136,0.0,2,1,1
1682,582,0.1945,0.5063,0.0,2,1,1
1788,510,0.1905,0.6066,0.0,2,1,1
1346,510,0.1629,0.6115,0.0,2,1,1
1365,403,0.1699,0.5581,0.0,2,1,1
173,403,0.0733,0.5692,0.0,2,1,1
1042,510,0.153,0.6081,0.0,2,1,1
1631,582,0.1933,0.5063,0.0,2,1,1
511,403,0.0919,0.5746,0.0,2,1,1
1075,510,0.1543,0.6154,0.0,2,1,1
1017,510,0.1405,0.6802,0.0,2,1,1
1134,582,0.1596,0.5063,0.0,2,1,1
135,403,0.08,0.575,0.0,2,1,1
1006,582,0.1816,0.5063,0.0,2,1,1
1379,510,0.1698,0.6094,0.0,2,1,1
2311,582,0.2396,0.5063,0.0,2,1,1
1213,582,0.1593,0.5063,0.0,2,1,1
1501,510,0.1723,0.6149,0.0,2,1,1
123,403,0.0803,0.5803,0.0,2,1,1
6272,403,0.4577,0.562,0.0,2,1,1
636,510,0.1217,0.737,0.0,2,1,1
963,582,0.1634,0.546,0.0,2,1,1
918,582,0.1582,0.5278,0.0,2,1,1
3250,510,0.2958,0.6117,0.0,2,1,1
1194,510,0.1451,0.6172,0.0,2,1,1
3414,510,0.289,0.6059,0.0,2,1,1
698,510,0.1515,0.72,0.0,2,1,1
488,510,0.1092,0.7425,0.0,2,1,1
1479,403,0.1255,0.5002,0.0,2,1,1
2105,510,0.2057,0.6152,0.0,2,1,1
117,403,0.0742,0.5854,0.0,2,1,1
1354,582,0.1815,0.5063,0.0,2,1,1
818,510,0.1232,0.7181,0.0,2,1,1
119,403,0.0771,0.5802,0.0,2,1,1
932,582,0.1525,0.5446,0.0,2,1,1
1564,582,0.2186,0.5468,0.0,2,1,1
1754,582,0.2162,0.5063,0.0,2,1,1
1026,582,0.1742,0.5487,0.0,2,1,1
1066,510,0.1639,0.7243,0.0,2,1,1
789,403,0.1173,0.5611,0.0,2,1,1
473,510,0.098,0.7422,0.0,2,1,1
233,403,0.0765,0.5842,0.0,2,1,1
1214,582,0.1637,0.5063,0.0,2,1,1
945,582,0.1684,0.5173,0.0,2,1,1
1090,510,0.1666,0.7281,0.0,2,1,1
582,510,0.13,0.718,0.0,2,1,1
3348,510,0.3278,0.6136,0.0,2,1,1
2150,582,0.2584,0.5063,0.0,2,1,1
950,582,0.1927,0.5512,0.0,2,1,1
120,403,0.0733,0.5912,0.0,2,1,1
163,403,0.0769,0.5753,0.0,2,1,1
2340,582,0.2526,0.5063,0.0,2,1,1
258,582,0.1034,0.5263,0.0,2,1,1
1693,510,0.196,0.6107,0.0,2,1,1
1537,510,0.1749,0.7161,0.0,2,1,1
1860,510,0.2062,0.6187,0.0,2,1,1
1447,582,0.2218,0.5511,0.0,2,1,1
1123,582,0.1851,0.5063,0.0,2,1,1
695,582,0.1394,0.5117,0.0,2,1,1
7704,582,0.7429,0.5063,0.0,2,1,1
1235,582,0.1719,0.5063,0.0,2,1,1
195,403,0.0794,0.5732,0.0,2,1,1
3037,582,0.3002,0.5063,0.0,2,1,1
392,403,0.0878,0.5822,0.0,2,1,1
2093,510,0.23,0.6093,0.0,2,1,1
708,510,0.1126,0.7201,0.0,2,1,1
7683,582,0.9106,0.5063,0.0,2,1,1
421,510,0.0967,0.7295,0.0,2,1,1
1035,582,0.1706,0.559,0.0,2,1,1
4557,582,0.5356,0.5063,0.0,2,1,1
103,403,0.0718,0.5827,0.0,2,1,1
1056,582,0.1665,0.5063,0.0,2,1,1
7405,582,0.625,0.5063,0.0,2,1,1
1381,510,0.1634,0.607,0.0,2,1,1
105,403,0.0763,0.5892,0.0,2,1,1
2992,582,0.3122,0.5063,0.0,2,1,1
126,403,0.0881,0.5923,0.0,2,1,1
470,403,0.0921,0.5484,0.0,2,1,1
1125,403,0.1283,0.5694,0.0,2,1,1
946,582,0.1526,0.5511,0.0,2,1,1
852,510,0.1214,0.7158,0.0,2,1,1
254,403,0.0838,0.5693,0.0,2,1,1
