number_of_features,execution_times,fitness,times_by_iteration,test_times,train_scores,number_of_iterations,number_of_samples,task,max_iterations,optimizer,kernel
600,2.3982,0.5367,0.1907,0.021,0.6015,1.0,1082,ranking,1000,avltree,linear
900,2.657,0.5649,0.2298,0.0263,0.6081,1.0,1082,ranking,1000,avltree,linear
1000,2.6446,0.5658,0.2145,0.0323,0.5512,1.0,1082,ranking,1000,avltree,linear
800,2.5045,0.4659,0.1959,0.0248,0.5201,1.0,1082,ranking,1000,avltree,linear
700,2.5219,0.5532,0.2192,0.0239,0.6055,1.0,1082,ranking,1000,avltree,linear
1100,2.6745,0.4464,0.209,0.0349,0.4892,1.0,1082,ranking,1000,avltree,linear
1400,3.1951,0.5844,0.2656,0.0444,0.6058,1.0,1082,ranking,1000,avltree,linear
1500,3.2262,0.5699,0.2739,0.0498,0.6032,1.0,1082,ranking,1000,avltree,linear
1300,3.1601,0.5384,0.2713,0.0395,0.6268,1.0,1082,ranking,1000,avltree,linear
1200,3.1183,0.584,0.2619,0.0367,0.6085,1.0,1082,ranking,1000,avltree,linear
1600,3.1688,0.5509,0.2995,0.0516,0.5848,1.0,1082,ranking,1000,avltree,linear
1900,3.3233,0.3828,0.2986,0.0576,0.4678,1.0,1082,ranking,1000,avltree,linear
2000,3.2659,0.4456,0.2924,0.055,0.4768,1.0,1082,ranking,1000,avltree,linear
1700,3.2124,0.5393,0.3145,0.0507,0.6415,1.0,1082,ranking,1000,avltree,linear
1800,3.1091,0.4518,0.2654,0.0525,0.4843,1.0,1082,ranking,1000,avltree,linear
2100,3.4198,0.5786,0.3332,0.0583,0.6625,1.0,1082,ranking,1000,avltree,linear
2400,3.6488,0.5458,0.3773,0.0712,0.6236,1.0,1082,ranking,1000,avltree,linear
2500,3.5955,0.4958,0.3407,0.0732,0.4916,1.0,1082,ranking,1000,avltree,linear
2300,3.5213,0.5511,0.3473,0.0668,0.6159,1.0,1082,ranking,1000,avltree,linear
2200,3.5196,0.5711,0.3313,0.0681,0.5831,1.0,1082,ranking,1000,avltree,linear
2600,3.6372,0.473,0.3453,0.0724,0.4769,1.0,1082,ranking,1000,avltree,linear
2900,3.8692,0.4935,0.3865,0.0823,0.5072,1.0,1082,ranking,1000,avltree,linear
3000,3.8884,0.5027,0.4173,0.0881,0.587,1.0,1082,ranking,1000,avltree,linear
2700,3.7188,0.5686,0.3851,0.0809,0.5481,1.0,1082,ranking,1000,avltree,linear
2800,3.791,0.4627,0.3664,0.0759,0.4717,1.0,1082,ranking,1000,avltree,linear
3100,3.9381,0.5944,0.4166,0.0847,0.5728,1.0,1082,ranking,1000,avltree,linear
3400,4.3132,0.5796,0.4598,0.102,0.5887,1.0,1082,ranking,1000,avltree,linear
3500,4.2216,0.3856,0.4375,0.0929,0.4755,1.0,1082,ranking,1000,avltree,linear
3200,4.0442,0.5173,0.4003,0.0908,0.5756,1.0,1082,ranking,1000,avltree,linear
3300,4.2715,0.5766,0.4647,0.0889,0.6006,1.0,1082,ranking,1000,avltree,linear
3600,4.6298,0.5631,0.5069,0.1048,0.6138,1.0,1082,ranking,1000,avltree,linear
3900,4.6734,0.5066,0.4918,0.1042,0.5569,1.0,1082,ranking,1000,avltree,linear
4000,4.7945,0.5274,0.5301,0.1161,0.6318,1.0,1082,ranking,1000,avltree,linear
3700,4.5329,0.5517,0.4706,0.1031,0.5669,1.0,1082,ranking,1000,avltree,linear
3800,4.5775,0.6018,0.4685,0.1087,0.6274,1.0,1082,ranking,1000,avltree,linear
4100,4.6837,0.4729,0.4785,0.1076,0.4881,1.0,1082,ranking,1000,avltree,linear
4400,4.8879,0.5173,0.5144,0.1187,0.6065,1.0,1082,ranking,1000,avltree,linear
4500,5.0064,0.5938,0.5327,0.1274,0.6241,1.0,1082,ranking,1000,avltree,linear
4300,4.8949,0.4901,0.5046,0.1214,0.4917,1.0,1082,ranking,1000,avltree,linear
4200,4.7983,0.5064,0.4944,0.1202,0.5483,1.0,1082,ranking,1000,avltree,linear
4600,5.141,0.5495,0.5644,0.1254,0.5963,1.0,1082,ranking,1000,avltree,linear
4900,5.3124,0.5795,0.5747,0.1384,0.618,1.0,1082,ranking,1000,avltree,linear
5000,5.3254,0.5955,0.5732,0.1312,0.6167,1.0,1082,ranking,1000,avltree,linear
4700,5.1947,0.5378,0.5629,0.1306,0.6181,1.0,1082,ranking,1000,avltree,linear
4800,5.1701,0.5709,0.5777,0.1341,0.6177,1.0,1082,ranking,1000,avltree,linear
5100,5.612,0.5532,0.6237,0.1478,0.6136,1.0,1082,ranking,1000,avltree,linear
5400,5.5113,0.4955,0.5913,0.1515,0.5545,1.0,1082,ranking,1000,avltree,linear
5500,5.6135,0.4478,0.5977,0.1514,0.468,1.0,1082,ranking,1000,avltree,linear
5300,5.6458,0.5101,0.6174,0.145,0.5569,1.0,1082,ranking,1000,avltree,linear
5200,5.5226,0.4187,0.6167,0.1418,0.5298,1.0,1082,ranking,1000,avltree,linear
5600,5.8139,0.5792,0.6575,0.1476,0.605,1.0,1082,ranking,1000,avltree,linear
5900,6.0985,0.5513,0.6828,0.1568,0.5992,1.0,1082,ranking,1000,avltree,linear
6000,6.0046,0.5217,0.6643,0.185,0.5187,1.0,1082,ranking,1000,avltree,linear
5700,5.9252,0.4755,0.656,0.1692,0.4853,1.0,1082,ranking,1000,avltree,linear
5800,6.0184,0.547,0.6717,0.1684,0.5937,1.0,1082,ranking,1000,avltree,linear
6100,6.1595,0.5654,0.7037,0.1695,0.6364,1.0,1082,ranking,1000,avltree,linear
6400,6.5741,0.5997,0.7488,0.2031,0.6457,1.0,1082,ranking,1000,avltree,linear
6500,6.2604,0.5968,0.7011,0.1747,0.6355,1.0,1082,ranking,1000,avltree,linear
6300,6.1633,0.465,0.6748,0.1736,0.4831,1.0,1082,ranking,1000,avltree,linear
6200,6.3305,0.5727,0.7205,0.1876,0.6144,1.0,1082,ranking,1000,avltree,linear
6700,6.9657,0.5622,0.7403,0.2135,0.6023,1.0,1082,ranking,1000,avltree,linear
6800,6.9029,0.5187,0.7334,0.2016,0.6188,1.0,1082,ranking,1000,avltree,linear
6600,6.9831,0.5281,0.7447,0.214,0.6175,1.0,1082,ranking,1000,avltree,linear
6900,7.0097,0.5064,0.7689,0.2053,0.5484,1.0,1082,ranking,1000,avltree,linear
7000,7.0002,0.5771,0.7583,0.1937,0.6306,1.0,1082,ranking,1000,avltree,linear
7100,6.9249,0.6049,0.7908,0.206,0.6413,1.0,1082,ranking,1000,avltree,linear
7400,7.3916,0.5476,0.824,0.2076,0.613,1.0,1082,ranking,1000,avltree,linear
7500,7.2486,0.4944,0.778,0.2189,0.5161,1.0,1082,ranking,1000,avltree,linear
7300,7.2359,0.4807,0.7904,0.2011,0.5021,1.0,1082,ranking,1000,avltree,linear
7200,7.2302,0.5769,0.7997,0.2038,0.5925,1.0,1082,ranking,1000,avltree,linear
7600,7.1122,0.5782,0.8097,0.2065,0.6199,1.0,1082,ranking,1000,avltree,linear
7900,7.419,0.5788,0.8326,0.2397,0.6326,1.0,1082,ranking,1000,avltree,linear
8000,7.523,0.4678,0.8621,0.2517,0.4845,1.0,1082,ranking,1000,avltree,linear
7700,7.158,0.5084,0.8129,0.2087,0.5307,1.0,1082,ranking,1000,avltree,linear
7800,7.3579,0.518,0.8698,0.227,0.603,1.0,1082,ranking,1000,avltree,linear
8200,7.9206,0.553,0.9005,0.2299,0.6074,1.0,1082,ranking,1000,avltree,linear
8300,8.366,0.5703,0.9526,0.248,0.6235,1.0,1082,ranking,1000,avltree,linear
8100,7.8473,0.447,0.8496,0.2472,0.479,1.0,1082,ranking,1000,avltree,linear
8400,8.0792,0.5988,0.9146,0.2434,0.647,1.0,1082,ranking,1000,avltree,linear
8500,8.01,0.5808,0.894,0.2482,0.6204,1.0,1082,ranking,1000,avltree,linear
8600,7.7986,0.4573,0.8796,0.2552,0.5042,1.0,1082,ranking,1000,avltree,linear
8900,8.5535,0.5596,0.9578,0.2786,0.6146,1.0,1082,ranking,1000,avltree,linear
9000,8.218,0.4071,0.9243,0.2599,0.5284,1.0,1082,ranking,1000,avltree,linear
8700,8.1013,0.5674,0.9202,0.2345,0.62,1.0,1082,ranking,1000,avltree,linear
8800,8.204,0.5695,0.9151,0.2557,0.5908,1.0,1082,ranking,1000,avltree,linear
9100,8.4215,0.5154,0.9838,0.2908,0.5802,1.0,1082,ranking,1000,avltree,linear
9400,8.328,0.4231,0.9611,0.2662,0.4629,1.0,1082,ranking,1000,avltree,linear
9500,8.4668,0.608,0.9967,0.2761,0.6364,1.0,1082,ranking,1000,avltree,linear
9200,8.105,0.478,0.9458,0.2452,0.4849,1.0,1082,ranking,1000,avltree,linear
9300,8.7221,0.5653,1.0407,0.3188,0.6208,1.0,1082,ranking,1000,avltree,linear
9700,8.3732,0.4567,0.9563,0.2643,0.4919,1.0,1082,ranking,1000,avltree,linear
9600,9.0948,0.5652,1.0973,0.3034,0.6288,1.0,1082,ranking,1000,avltree,linear
9900,8.907,0.5688,1.0857,0.2857,0.6219,1.0,1082,ranking,1000,avltree,linear
10000,8.7031,0.5026,1.0004,0.2928,0.5253,1.0,1082,ranking,1000,avltree,linear
9800,8.6374,0.5215,1.0578,0.2661,0.6457,1.0,1082,ranking,1000,avltree,linear
10300,9.8711,0.4597,1.1577,0.2946,0.5104,1.0,1082,ranking,1000,avltree,linear
10200,8.834,0.5578,1.0577,0.2982,0.6339,1.0,1082,ranking,1000,avltree,linear
10100,8.8266,0.4666,1.039,0.2949,0.5026,1.0,1082,ranking,1000,avltree,linear
10400,9.4326,0.542,1.1117,0.3372,0.6273,1.0,1082,ranking,1000,avltree,linear
10500,9.1431,0.5863,1.1051,0.3192,0.6201,1.0,1082,ranking,1000,avltree,linear
10700,9.3101,0.5166,1.091,0.3096,0.5258,1.0,1082,ranking,1000,avltree,linear
10800,9.5712,0.5609,1.1808,0.3187,0.5998,1.0,1082,ranking,1000,avltree,linear
10600,9.4263,0.5388,1.1437,0.3246,0.6192,1.0,1082,ranking,1000,avltree,linear
10900,9.5376,0.5731,1.2058,0.3069,0.6176,1.0,1082,ranking,1000,avltree,linear
11000,9.308,0.472,1.0814,0.301,0.517,1.0,1082,ranking,1000,avltree,linear
11300,9.5257,0.4894,1.1181,0.3274,0.5249,1.0,1082,ranking,1000,avltree,linear
11100,9.3522,0.5482,1.1269,0.3068,0.5781,1.0,1082,ranking,1000,avltree,linear
11200,10.0463,0.5738,1.1964,0.3387,0.6149,1.0,1082,ranking,1000,avltree,linear
11400,9.5707,0.5214,1.1411,0.3094,0.5397,1.0,1082,ranking,1000,avltree,linear
11500,9.6396,0.5555,1.1739,0.3091,0.6215,1.0,1082,ranking,1000,avltree,linear
11600,9.9224,0.4575,1.155,0.3341,0.5039,1.0,1082,ranking,1000,avltree,linear
11900,10.3338,0.4962,1.2196,0.3784,0.5333,1.0,1082,ranking,1000,avltree,linear
12000,10.4227,0.5709,1.3103,0.3577,0.6408,1.0,1082,ranking,1000,avltree,linear
11800,10.4291,0.5813,1.2515,0.3945,0.6235,1.0,1082,ranking,1000,avltree,linear
11700,9.8909,0.5548,1.1978,0.3349,0.589,1.0,1082,ranking,1000,avltree,linear
12300,10.5939,0.4756,1.2022,0.3676,0.5219,1.0,1082,ranking,1000,avltree,linear
12200,10.7431,0.5852,1.2707,0.3327,0.6239,1.0,1082,ranking,1000,avltree,linear
12100,10.5048,0.5924,1.2697,0.3315,0.6187,1.0,1082,ranking,1000,avltree,linear
12400,10.5777,0.4752,1.225,0.3661,0.4925,1.0,1082,ranking,1000,avltree,linear
12500,10.8148,0.4431,1.2764,0.3546,0.4994,1.0,1082,ranking,1000,avltree,linear
12600,10.4351,0.4496,1.2599,0.3437,0.5094,1.0,1082,ranking,1000,avltree,linear
12900,10.8425,0.4591,1.3107,0.3899,0.481,1.0,1082,ranking,1000,avltree,linear
13000,11.1372,0.4753,1.337,0.4035,0.5152,1.0,1082,ranking,1000,avltree,linear
12800,10.6677,0.4847,1.2593,0.3607,0.5179,1.0,1082,ranking,1000,avltree,linear
12700,10.794,0.4961,1.2758,0.3945,0.5256,1.0,1082,ranking,1000,avltree,linear
13100,10.9073,0.4754,1.3062,0.3665,0.5151,1.0,1082,ranking,1000,avltree,linear
13400,11.4521,0.4988,1.3513,0.379,0.54,1.0,1082,ranking,1000,avltree,linear
13500,11.8444,0.5608,1.452,0.3984,0.63,1.0,1082,ranking,1000,avltree,linear
13200,11.3847,0.4664,1.3122,0.4003,0.5123,1.0,1082,ranking,1000,avltree,linear
13300,11.5627,0.477,1.3746,0.4184,0.5076,1.0,1082,ranking,1000,avltree,linear
13600,11.155,0.5783,1.3515,0.3832,0.6083,1.0,1082,ranking,1000,avltree,linear
13900,11.2389,0.4801,1.3839,0.4126,0.5015,1.0,1082,ranking,1000,avltree,linear
14000,11.5561,0.5647,1.4253,0.4321,0.6019,1.0,1082,ranking,1000,avltree,linear
13800,11.6323,0.4955,1.416,0.4483,0.5281,1.0,1082,ranking,1000,avltree,linear
13700,11.0027,0.4891,1.3192,0.3822,0.5254,1.0,1082,ranking,1000,avltree,linear
14200,12.1623,0.4724,1.4762,0.4269,0.5153,1.0,1082,ranking,1000,avltree,linear
14300,11.8805,0.5297,1.3929,0.4034,0.5564,1.0,1082,ranking,1000,avltree,linear
14100,11.9603,0.4774,1.4366,0.4188,0.5301,1.0,1082,ranking,1000,avltree,linear
14400,12.5506,0.5679,1.5382,0.4514,0.6354,1.0,1082,ranking,1000,avltree,linear
14500,12.1057,0.4736,1.4418,0.4344,0.5113,1.0,1082,ranking,1000,avltree,linear
14600,11.846,0.484,1.4241,0.4195,0.5217,1.0,1082,ranking,1000,avltree,linear
14900,12.4254,0.5202,1.5119,0.4059,0.5519,1.0,1082,ranking,1000,avltree,linear
15000,12.489,0.5581,1.5529,0.4346,0.6325,1.0,1082,ranking,1000,avltree,linear
14700,12.4735,0.5777,1.5187,0.4087,0.6306,1.0,1082,ranking,1000,avltree,linear
14800,12.4594,0.5143,1.4996,0.4365,0.5406,1.0,1082,ranking,1000,avltree,linear
15100,12.627,0.4791,1.5562,0.4203,0.5157,1.0,1082,ranking,1000,avltree,linear
15400,12.7721,0.4928,1.5112,0.443,0.5346,1.0,1082,ranking,1000,avltree,linear
15500,12.8271,0.4738,1.5146,0.4616,0.5276,1.0,1082,ranking,1000,avltree,linear
15200,12.498,0.5675,1.5066,0.4597,0.6168,1.0,1082,ranking,1000,avltree,linear
15300,12.5386,0.4513,1.4881,0.4321,0.497,1.0,1082,ranking,1000,avltree,linear
15700,12.8454,0.4651,1.5539,0.4802,0.514,1.0,1082,ranking,1000,avltree,linear
15600,12.7426,0.4818,1.5499,0.4891,0.5228,1.0,1082,ranking,1000,avltree,linear
15900,12.6922,0.4896,1.5465,0.4616,0.5243,1.0,1082,ranking,1000,avltree,linear
16000,13.2452,0.4721,1.5781,0.5078,0.5194,1.0,1082,ranking,1000,avltree,linear
15800,12.7265,0.4762,1.5259,0.4622,0.5245,1.0,1082,ranking,1000,avltree,linear
16200,13.2029,0.4819,1.5932,0.487,0.5286,1.0,1082,ranking,1000,avltree,linear
16300,13.7492,0.4651,1.6248,0.5153,0.5223,1.0,1082,ranking,1000,avltree,linear
16100,13.2606,0.4755,1.5999,0.4635,0.5182,1.0,1082,ranking,1000,avltree,linear
16400,13.6026,0.5792,1.6679,0.4954,0.6301,1.0,1082,ranking,1000,avltree,linear
16500,13.7094,0.4926,1.6846,0.5145,0.54,1.0,1082,ranking,1000,avltree,linear
16600,13.2252,0.4819,1.6141,0.5245,0.5302,1.0,1082,ranking,1000,avltree,linear
16900,13.5739,0.4746,1.6774,0.5239,0.5243,1.0,1082,ranking,1000,avltree,linear
17000,13.796,0.4707,1.714,0.4945,0.5245,1.0,1082,ranking,1000,avltree,linear
16700,13.4509,0.4753,1.672,0.5353,0.5286,1.0,1082,ranking,1000,avltree,linear
16800,13.4714,0.4785,1.7014,0.5142,0.5318,1.0,1082,ranking,1000,avltree,linear
17100,13.765,0.5671,1.7482,0.4809,0.6194,1.0,1082,ranking,1000,avltree,linear
17400,13.7182,0.479,1.7181,0.4743,0.5305,1.0,1082,ranking,1000,avltree,linear
17500,13.6893,0.4769,1.6693,0.5052,0.519,1.0,1082,ranking,1000,avltree,linear
17300,14.0245,0.4816,1.7262,0.5075,0.5427,1.0,1082,ranking,1000,avltree,linear
17200,13.6881,0.4888,1.7016,0.4962,0.5332,1.0,1082,ranking,1000,avltree,linear
17600,14.2684,0.4821,1.7502,0.5849,0.5184,1.0,1082,ranking,1000,avltree,linear
17900,14.6314,0.4781,1.8197,0.5892,0.5288,1.0,1082,ranking,1000,avltree,linear
18000,14.379,0.5025,1.7515,0.5787,0.5438,1.0,1082,ranking,1000,avltree,linear
17700,14.361,0.4934,1.7742,0.5455,0.5467,1.0,1082,ranking,1000,avltree,linear
17800,14.5678,0.4701,1.8065,0.5926,0.53,1.0,1082,ranking,1000,avltree,linear
18300,15.9715,0.4787,1.9686,0.5473,0.5184,1.0,1082,ranking,1000,avltree,linear
18100,14.7826,0.4764,1.8484,0.5735,0.53,1.0,1082,ranking,1000,avltree,linear
18400,14.7128,0.4768,1.7825,0.5679,0.529,1.0,1082,ranking,1000,avltree,linear
18500,14.9517,0.4885,1.8315,0.5746,0.5432,1.0,1082,ranking,1000,avltree,linear
18200,14.6822,0.4633,1.8726,0.5584,0.5152,1.0,1082,ranking,1000,avltree,linear
18800,15.1508,0.4754,1.8875,0.5985,0.5317,1.0,1082,ranking,1000,avltree,linear
18700,15.1573,0.4985,1.8835,0.6004,0.5434,1.0,1082,ranking,1000,avltree,linear
18600,14.2539,0.4727,1.7675,0.5092,0.5275,1.0,1082,ranking,1000,avltree,linear
18900,15.0079,0.4868,1.8944,0.5546,0.5372,1.0,1082,ranking,1000,avltree,linear
19000,14.8136,0.4834,1.8738,0.5239,0.5346,1.0,1082,ranking,1000,avltree,linear
19300,15.703,0.478,1.9399,0.5534,0.5311,1.0,1082,ranking,1000,avltree,linear
19200,14.9243,0.47,1.8836,0.5652,0.5291,1.0,1082,ranking,1000,avltree,linear
19100,14.9735,0.5711,1.9085,0.552,0.6298,1.0,1082,ranking,1000,avltree,linear
19400,15.1121,0.4845,1.8976,0.5684,0.5349,1.0,1082,ranking,1000,avltree,linear
19500,15.4355,0.4764,1.9107,0.5812,0.5317,1.0,1082,ranking,1000,avltree,linear
19700,16.0878,0.4758,1.9928,0.6109,0.5326,1.0,1082,ranking,1000,avltree,linear
19600,15.1126,0.4764,1.9016,0.5581,0.5204,1.0,1082,ranking,1000,avltree,linear
19900,15.1636,0.4749,1.8564,0.5587,0.5328,1.0,1082,ranking,1000,avltree,linear
19800,15.3793,0.477,1.9083,0.6169,0.533,1.0,1082,ranking,1000,avltree,linear
20000,16.9736,0.4763,2.0473,0.5675,0.5334,1.0,1082,ranking,1000,avltree,linear
300,2.6825,0.5365,0.1566,0.0122,0.6211,1.4,1082,ranking,1000,avltree,linear
200,16.6145,0.5349,0.2163,0.0093,0.625,2.7,1082,ranking,1000,avltree,linear
100,14.0649,0.5535,0.3557,0.0077,0.7885,10.3,1082,ranking,1000,avltree,linear
400,5.3504,0.5508,0.1906,0.0163,0.7156,2.7,1082,ranking,1000,avltree,linear
500,2.5986,0.5582,0.1908,0.0198,0.6295,1.0,1082,ranking,1000,avltree,linear
600,2.405,0.5622,0.1967,0.0197,0.6112,1.0,1082,ranking,1000,avltree,linear
900,2.5114,0.5393,0.2232,0.0293,0.5677,1.0,1082,ranking,1000,avltree,linear
1000,2.7889,0.5566,0.2509,0.0332,0.639,1.0,1082,ranking,1000,avltree,linear
700,2.4548,0.5158,0.1975,0.0233,0.587,1.0,1082,ranking,1000,avltree,linear
800,2.5325,0.5415,0.209,0.0259,0.6063,1.0,1082,ranking,1000,avltree,linear
1100,2.6894,0.5873,0.2206,0.0347,0.5766,1.0,1082,ranking,1000,avltree,linear
1400,3.2477,0.5484,0.2844,0.0403,0.6094,1.0,1082,ranking,1000,avltree,linear
1500,3.2168,0.5438,0.2869,0.0477,0.6458,1.0,1082,ranking,1000,avltree,linear
1300,3.1407,0.5375,0.2677,0.0388,0.6507,1.0,1082,ranking,1000,avltree,linear
1200,2.9441,0.51,0.2152,0.037,0.56,1.0,1082,ranking,1000,avltree,linear
1600,2.9721,0.4332,0.2562,0.047,0.4847,1.0,1082,ranking,1000,avltree,linear
1900,3.3819,0.576,0.3354,0.0537,0.6087,1.0,1082,ranking,1000,avltree,linear
2000,3.2312,0.5314,0.3036,0.0645,0.5715,1.0,1082,ranking,1000,avltree,linear
1700,3.1378,0.5011,0.2722,0.0474,0.5775,1.0,1082,ranking,1000,avltree,linear
1800,3.1944,0.5858,0.2849,0.0581,0.6064,1.0,1082,ranking,1000,avltree,linear
2100,3.4411,0.5214,0.3126,0.0623,0.5148,1.0,1082,ranking,1000,avltree,linear
2400,3.5838,0.4459,0.334,0.0665,0.4907,1.0,1082,ranking,1000,avltree,linear
2500,3.7727,0.5731,0.4008,0.0738,0.6183,1.0,1082,ranking,1000,avltree,linear
2200,3.3625,0.3779,0.3082,0.0614,0.4612,1.0,1082,ranking,1000,avltree,linear
2300,3.7026,0.5514,0.3995,0.0671,0.619,1.0,1082,ranking,1000,avltree,linear
2600,3.7734,0.5685,0.3915,0.0788,0.6097,1.0,1082,ranking,1000,avltree,linear
2900,3.8253,0.4604,0.3722,0.0799,0.4615,1.0,1082,ranking,1000,avltree,linear
3000,3.91,0.5002,0.3965,0.0867,0.5841,1.0,1082,ranking,1000,avltree,linear
2800,3.8723,0.539,0.3982,0.0767,0.5796,1.0,1082,ranking,1000,avltree,linear
2700,3.7018,0.4186,0.3565,0.0741,0.5047,1.0,1082,ranking,1000,avltree,linear
3100,4.1031,0.5904,0.4186,0.0946,0.6255,1.0,1082,ranking,1000,avltree,linear
3400,4.3376,0.4968,0.4293,0.1024,0.5449,1.0,1082,ranking,1000,avltree,linear
3500,4.2961,0.581,0.4452,0.0948,0.5768,1.0,1082,ranking,1000,avltree,linear
3200,4.1045,0.5631,0.4122,0.0964,0.6021,1.0,1082,ranking,1000,avltree,linear
3300,4.2775,0.5708,0.4586,0.0934,0.6049,1.0,1082,ranking,1000,avltree,linear
3600,4.3517,0.5399,0.4548,0.0992,0.6332,1.0,1082,ranking,1000,avltree,linear
3900,4.8135,0.5776,0.5209,0.1119,0.5955,1.0,1082,ranking,1000,avltree,linear
4000,4.7006,0.5813,0.4907,0.1139,0.5843,1.0,1082,ranking,1000,avltree,linear
3800,4.5593,0.5585,0.4622,0.11,0.5872,1.0,1082,ranking,1000,avltree,linear
3700,4.4508,0.4947,0.4555,0.1022,0.4919,1.0,1082,ranking,1000,avltree,linear
4100,4.6971,0.5735,0.5101,0.1063,0.6137,1.0,1082,ranking,1000,avltree,linear
4400,5.1099,0.5641,0.5522,0.137,0.6015,1.0,1082,ranking,1000,avltree,linear
4500,5.0963,0.4978,0.5349,0.1242,0.5127,1.0,1082,ranking,1000,avltree,linear
4200,4.7597,0.4536,0.5001,0.1197,0.5139,1.0,1082,ranking,1000,avltree,linear
4300,4.9343,0.4394,0.5171,0.1222,0.55,1.0,1082,ranking,1000,avltree,linear
4600,5.0239,0.4709,0.5221,0.129,0.4924,1.0,1082,ranking,1000,avltree,linear
4900,5.3426,0.535,0.5729,0.1411,0.5575,1.0,1082,ranking,1000,avltree,linear
5000,5.3555,0.5655,0.5744,0.1451,0.6067,1.0,1082,ranking,1000,avltree,linear
4700,5.2514,0.5275,0.5793,0.1313,0.6077,1.0,1082,ranking,1000,avltree,linear
4800,5.2721,0.5818,0.5586,0.1409,0.5992,1.0,1082,ranking,1000,avltree,linear
5100,5.5109,0.566,0.6184,0.1411,0.6042,1.0,1082,ranking,1000,avltree,linear
5400,5.638,0.5501,0.6166,0.1518,0.5933,1.0,1082,ranking,1000,avltree,linear
5500,5.7155,0.576,0.6204,0.1657,0.6117,1.0,1082,ranking,1000,avltree,linear
5200,5.644,0.431,0.6084,0.1669,0.5031,1.0,1082,ranking,1000,avltree,linear
5300,5.6018,0.6245,0.6119,0.1426,0.6298,1.0,1082,ranking,1000,avltree,linear
5600,5.8687,0.4468,0.6022,0.1719,0.4621,1.0,1082,ranking,1000,avltree,linear
5900,5.8351,0.4881,0.6162,0.1772,0.4974,1.0,1082,ranking,1000,avltree,linear
6000,5.9393,0.5693,0.6503,0.1614,0.6037,1.0,1082,ranking,1000,avltree,linear
5800,6.0075,0.5698,0.6784,0.156,0.62,1.0,1082,ranking,1000,avltree,linear
5700,5.8271,0.5476,0.6444,0.153,0.5817,1.0,1082,ranking,1000,avltree,linear
6100,6.472,0.549,0.7264,0.1798,0.6305,1.0,1082,ranking,1000,avltree,linear
6400,6.4831,0.4927,0.7232,0.1942,0.5887,1.0,1082,ranking,1000,avltree,linear
6500,6.5331,0.5716,0.7585,0.178,0.6186,1.0,1082,ranking,1000,avltree,linear
6300,6.554,0.5526,0.7179,0.1914,0.5728,1.0,1082,ranking,1000,avltree,linear
6200,6.5391,0.5725,0.7173,0.1967,0.6053,1.0,1082,ranking,1000,avltree,linear
6600,6.5672,0.5728,0.7695,0.179,0.6392,1.0,1082,ranking,1000,avltree,linear
6900,6.7072,0.5185,0.734,0.1978,0.5272,1.0,1082,ranking,1000,avltree,linear
7000,6.5231,0.4791,0.7287,0.1922,0.5487,1.0,1082,ranking,1000,avltree,linear
6800,6.5272,0.5511,0.7232,0.1855,0.5963,1.0,1082,ranking,1000,avltree,linear
6700,6.5977,0.5612,0.7646,0.1861,0.6109,1.0,1082,ranking,1000,avltree,linear
7100,7.0071,0.5344,0.7838,0.2129,0.6169,1.0,1082,ranking,1000,avltree,linear
7400,7.1419,0.5339,0.8029,0.221,0.5363,1.0,1082,ranking,1000,avltree,linear
7500,7.0249,0.4139,0.8064,0.2058,0.5255,1.0,1082,ranking,1000,avltree,linear
7200,6.9627,0.5517,0.7978,0.1962,0.6122,1.0,1082,ranking,1000,avltree,linear
7300,6.8841,0.5346,0.7847,0.1952,0.5312,1.0,1082,ranking,1000,avltree,linear
7700,7.1688,0.4441,0.8007,0.218,0.5418,1.0,1082,ranking,1000,avltree,linear
7600,7.1256,0.5589,0.8197,0.2162,0.6125,1.0,1082,ranking,1000,avltree,linear
7900,7.3762,0.4079,0.8319,0.2248,0.5252,1.0,1082,ranking,1000,avltree,linear
8000,7.6271,0.5482,0.869,0.2634,0.5987,1.0,1082,ranking,1000,avltree,linear
7800,7.5223,0.5373,0.8663,0.2465,0.5747,1.0,1082,ranking,1000,avltree,linear
8300,7.6175,0.4444,0.8689,0.2298,0.4841,1.0,1082,ranking,1000,avltree,linear
8100,7.6397,0.5651,0.9115,0.2243,0.5894,1.0,1082,ranking,1000,avltree,linear
8200,7.6524,0.5345,0.914,0.2209,0.6358,1.0,1082,ranking,1000,avltree,linear
8400,7.813,0.5742,0.9127,0.2564,0.6011,1.0,1082,ranking,1000,avltree,linear
8500,7.7332,0.5747,0.9022,0.2323,0.6248,1.0,1082,ranking,1000,avltree,linear
8600,7.8774,0.512,0.905,0.2528,0.5166,1.0,1082,ranking,1000,avltree,linear
8900,7.9982,0.5646,0.9362,0.2462,0.6439,1.0,1082,ranking,1000,avltree,linear
9000,8.4078,0.5236,0.9991,0.2903,0.6045,1.0,1082,ranking,1000,avltree,linear
8800,8.1456,0.5749,0.9376,0.2887,0.6066,1.0,1082,ranking,1000,avltree,linear
8700,7.9863,0.5243,0.9313,0.2515,0.5374,1.0,1082,ranking,1000,avltree,linear
9100,8.01,0.4933,0.9284,0.2534,0.522,1.0,1082,ranking,1000,avltree,linear
9400,8.2797,0.4395,0.9733,0.2557,0.545,1.0,1082,ranking,1000,avltree,linear
